Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status
54.8,373.0,54.0,5.89,9.042540892,8.0,251.0,25.4,85.0,79.0,5.7,8.0,6.3,123.19538,19432541.0,6.3,6.3,0.473,9.2,Developing
62.8,19.0,385.0,0.02,18.84534312,80.94046121593291,2064.0,16.4,495.0,65.0,2.79,62.0,0.1,533.8624114,138523285.0,22.2,22.6,0.445,5.3,Developing
56.0,283.0,57.0,0.11,1.817829717,80.94046121593291,61208.0,13.9,127.0,42.0,7.1,36.0,1.6,165.257247,11771976.0,12.7,12.7,0.255,2.9,Developing
58.7,276.0,3.0,0.5,49.06967155,80.94046121593291,0.0,11.9,4.0,82.55018842069202,3.26,82.32408359027065,0.1,422.28633,87167.0,12.2,12.2,0.0,0.0,Developing
74.1,1.0,1.0,1.82,534.5795695,78.0,956.0,61.4,1.0,75.0,8.83,78.0,0.1,5372.65899,45735.0,4.7,4.6,0.733,13.2,Developing
56.5,449.0,46.0,7.6,782.5987144,74.0,5857.0,46.4,70.0,75.0,8.39,76.0,19.0,5888.6284,5255813.11,8.1,9.8,0.622,12.8,Developing
76.0,84.0,1.0,1.73,292.4022672,93.0,0.0,55.1,1.0,94.0,4.5,93.0,0.1,3372.57517,12753375.120052494,5.1,4.9,0.831,13.2,Developing
81.1,63.0,1.0,8.96,1047.370244,2.0,51.0,59.9,1.0,97.0,1.53,97.0,0.1,5354.6536,1669374.0,1.0,0.9,0.911,17.2,Developed
53.4,397.0,26.0,6.75,31.93566186,89.0,386.0,14.9,42.0,89.0,6.24,89.0,7.7,236.9114381,8818438.0,6.9,7.1,0.371,8.2,Developing
45.6,54.0,17.0,1.52,33.65315697,80.94046121593291,2837.0,16.8,25.0,4.0,3.95,4.0,13.9,243.1586486,383223.0,1.4,1.4,0.314,5.3,Developing
66.2,24.0,0.0,5.58,63.04032682,98.0,0.0,26.9,0.0,98.0,5.24,98.0,0.5,1129.754961,174776.0,6.1,6.0,0.542,10.6,Developing
72.5,157.0,3.0,8.51,665.6427546,99.0,3196.0,54.4,4.0,97.0,5.6,97.0,0.1,5828.745662,2119376.0,3.2,3.7,0.755,13.7,Developed
71.9,131.0,4.0,0.55,248.697463,97.0,61.0,54.8,4.0,97.0,9.9,99.0,0.1,1728.2659,5193482.0,4.0,3.9,0.706,12.7,Developing
73.0,147.0,0.0,11.06,0.0,98.0,0.0,5.7,1.0,98.0,5.5,99.0,0.1,7483.158469138474,12753375.120052494,1.6,1.7,0.761,13.0,Developed
67.0,223.0,65.0,4.22,105.7306982,49.0,118.0,2.1,84.0,9.0,3.91,89.0,0.1,1194.697155,86274237.0,1.0,9.7,0.642,11.6,Developing
74.7,14.0,7.0,3.63,19.60467787,94.0,0.0,48.6,9.0,95.0,5.94,96.0,0.2,359.71886,1425453.0,1.4,1.3,0.696,12.9,Developing
64.5,293.0,6.0,4.602860787172012,0.0,41.0,45.0,57.1,8.0,5.0,5.9381895280235995,41.0,0.1,7483.158469138474,18734987.0,6.3,6.1,0.553,9.0,Developing
77.0,14.0,0.0,12.19,1913.356642,97.0,12.0,61.3,0.0,96.0,7.8,96.0,0.1,14539.18421,428622.0,1.6,1.5,0.808,14.5,Developed
77.0,186.0,8.0,4.602860787172012,0.0,99.0,0.0,52.6,10.0,99.0,5.9381895280235995,99.0,0.1,7483.158469138474,12753375.120052494,1.2,1.1,0.671,13.8,Developing
78.5,9.0,3.0,11.92,582.6157028,9.0,779.0,56.6,4.0,96.0,1.62,97.0,0.1,3359.95215,82534176.0,1.1,1.1,0.872,16.3,Developed
79.5,86.0,0.0,10.25,640.3560918,94.0,64.0,6.9,1.0,99.0,9.25,98.0,0.1,4443.83131,16257.0,0.8,0.8,0.871,15.8,Developed
61.6,257.0,39.0,0.01,151.899429,92.0,1613.0,26.7,56.0,91.0,4.79,92.0,0.9,1629.8222,2573349.0,6.7,6.6,0.563,11.2,Developing
75.1,131.0,1.0,6.65,645.9583816,92.0,0.0,55.0,1.0,92.0,7.82,9.0,0.1,6871.897677,3321245.0,1.8,1.7,0.738,14.0,Developing
68.0,22.0,0.0,1.76,253.8196705,99.0,305.0,53.2,0.0,95.0,3.35,94.0,0.1,2835.973972,816628.0,4.2,3.9,0.689,13.3,Developing
72.0,165.0,54.0,0.23,0.0,93.0,245.0,58.6,64.0,93.0,5.29,93.0,0.1,7483.158469138474,12753375.120052494,2.9,2.8,0.673,12.4,Developing
73.8,132.0,1.0,7.24,194.1732658,95.0,22.0,52.0,1.0,88.0,1.5,92.0,0.1,2964.47734,3926.0,2.6,2.8,0.738,13.3,Developing
68.1,227.0,1.0,0.01,241.1958645,98.0,0.0,5.4,1.0,98.0,4.21,98.0,0.1,4385.379355,286917.0,2.2,2.3,0.72,14.7,Developing
68.2,247.0,1.0,12.05,42.33443901,99.0,2.0,56.2,1.0,99.0,6.59,99.0,0.1,2378.33927,973146.0,2.4,2.5,0.703,14.1,Developing
74.2,151.0,0.0,7.16,1158.065259,99.0,0.0,4.1,0.0,99.0,4.53,99.0,0.1,9739.82556,12753375.120052494,3.5,3.5,0.0,0.0,Developing
71.2,194.0,3.0,3.7,218.5716179,86.0,0.0,46.4,4.0,87.0,6.11,86.0,0.3,1175.116225,5379328.0,2.0,1.9,0.592,11.0,Developing
89.0,71.0,0.0,9.62,6664.148708,9.0,43.0,64.8,0.0,93.0,11.2,93.0,0.1,33691.34837,12753375.120052494,0.3,0.3,0.899,20.3,Developed
75.8,19.0,0.0,0.01,707.144691,9.0,0.0,6.7,0.0,94.0,6.43,94.0,0.1,7186.429787,62127.0,1.8,1.9,0.799,15.1,Developing
75.0,138.0,1.0,3.55,396.6270975,94.0,0.0,5.5,1.0,94.0,5.3,94.0,0.5,4682.728424,281721.0,1.8,1.7,0.721,12.7,Developing
72.3,165.0,0.0,6.85,0.0,99.0,0.0,48.4,0.0,99.0,5.13,99.0,0.2,7483.158469138474,12753375.120052494,3.6,3.5,0.709,13.3,Developing
78.5,83.0,0.0,8.75,2205.98595,9.0,65.0,59.6,0.0,82.0,7.58,9.0,0.1,13882.85683,12753375.120052494,0.3,0.3,0.868,17.4,Developed
63.2,23.0,1.0,0.01,73.86584922,88.0,0.0,23.7,2.0,87.0,6.75,87.0,0.8,852.954379,759385.0,6.8,6.6,0.497,11.1,Developing
73.7,14.0,10.0,4.72,69.43934508,93.0,0.0,52.2,12.0,92.0,5.3,93.0,0.2,522.493191,29373646.0,1.1,1.1,0.708,13.3,Developing
73.3,122.0,23.0,0.03,0.0,99.0,262.0,52.5,27.0,99.0,7.63,99.0,0.1,7483.158469138474,12753375.120052494,7.7,7.9,0.728,12.8,Developing
77.3,15.0,0.0,14.21,2283.891796,94.0,8.0,52.5,1.0,96.0,9.54,99.0,0.1,15772.7334,1458821.0,0.7,0.6,0.789,15.8,Developed
81.1,7.0,0.0,9.2,924.5653683,93.0,68.0,65.9,0.0,93.0,11.53,93.0,0.1,3997.25624,12753375.120052494,0.3,0.3,0.904,19.5,Developed
69.8,196.0,0.0,4.94,815.4355995,84.0,0.0,53.3,0.0,85.0,5.92,85.0,1.2,6858.163158,515148.0,3.5,3.4,0.691,11.9,Developing
74.4,148.0,8.0,3.65,16.37920405,88.0,0.0,46.5,9.0,9.0,6.22,88.0,0.3,278.557892,1359647.0,1.5,1.3,0.682,12.7,Developing
66.5,22.0,0.0,1.08,156.2847968,75.0,0.0,39.6,0.0,78.0,6.9,78.0,0.1,784.9562874,435262.0,1.4,1.4,0.446,7.3,Developing
72.4,127.0,4.0,0.55,27.44252286,95.0,28.0,57.8,4.0,95.0,8.88,95.0,0.1,223.83787,5714111.0,3.9,3.8,0.73,13.8,Developing
79.9,71.0,0.0,6.9,3998.09987,80.94046121593291,9.0,53.9,0.0,99.0,9.23,99.0,0.1,29571.7446,8924958.0,1.3,1.3,0.88,15.9,Developed
72.6,141.0,1.0,7.38,11.85928108,80.94046121593291,38.0,51.2,2.0,98.0,6.53,95.0,0.1,87.1365252,7516346.0,2.8,2.9,0.702,13.0,Developing
56.2,344.0,3.0,10.99,1493.051277,80.94046121593291,0.0,22.6,4.0,39.0,3.29,41.0,7.7,21451.88617,99429.0,8.9,8.8,0.58,9.2,Developing
73.9,152.0,6.0,4.602860787172012,0.0,81.0,0.0,58.9,7.0,87.0,5.9381895280235995,85.0,0.3,6468.471648,1528394.0,3.3,3.2,0.718,13.2,Developing
72.6,11.0,1.0,3.66,91.71154052,96.0,662.0,45.0,1.0,97.0,6.26,97.0,0.1,1175.788981,38927.0,2.1,2.2,0.656,10.7,Developing
75.9,12.0,9.0,8.35,1133.558003,91.0,2.0,61.0,10.0,99.0,5.2,91.0,0.1,12969.7712,4296739.0,1.0,0.9,0.822,17.2,Developing
58.0,526.0,33.0,2.25,1.860003739,81.0,459.0,18.8,52.0,83.0,6.11,81.0,15.9,13.154199,12383446.0,7.0,6.9,0.479,10.9,Developing
52.5,372.0,246.0,0.85,1.186227577,80.94046121593291,2366.0,12.6,392.0,55.0,4.26,32.0,4.9,12.1789279,68492257.0,11.8,11.7,0.283,4.3,Developing
75.7,136.0,0.0,7.84,1810.875316,99.0,0.0,45.1,0.0,99.0,5.65,99.0,0.1,11929.34991,12753375.120052494,3.3,3.3,0.782,14.1,Developing
73.6,15.0,13.0,4.34,941.6464045,92.0,0.0,53.5,15.0,92.0,7.1,92.0,0.1,5148.422113,45416181.0,2.2,2.0,0.691,12.4,Developing
65.2,182.0,11.0,0.36,13.25723997,58.0,2144.0,32.5,14.0,82.0,4.46,85.0,0.3,236.314438,6576877.0,4.0,4.0,0.553,10.1,Developing
68.8,184.0,18.0,0.01,16.71406295,99.0,0.0,42.2,21.0,99.0,6.49,99.0,0.1,174.468298,297745.0,3.0,3.1,0.673,12.0,Developing
75.5,123.0,8.0,4.602860787172012,0.0,9.0,4.0,55.6,10.0,88.0,5.9381895280235995,9.0,0.1,63.343259,31376671.0,1.1,1.1,0.737,13.4,Developing
74.8,124.0,0.0,13.39,11.63615139,80.94046121593291,6.0,55.8,0.0,95.0,6.19,95.0,0.1,653.71637,444.0,2.0,2.0,0.759,12.6,Developed
72.2,151.0,0.0,1.8,423.2953509,9.0,0.0,68.6,0.0,91.0,4.87,9.0,0.1,2284.37858,146.0,0.1,0.1,0.693,14.6,Developing
75.4,11.0,0.0,3.84,151.1399301,80.94046121593291,28.0,48.8,0.0,86.0,7.1,8.0,0.1,1761.537647,377587.0,3.1,3.1,0.0,11.9,Developing
89.0,66.0,2.0,8.98,4270.914882,96.0,599.0,57.6,3.0,97.0,8.49,94.0,0.1,31174.56118,57685327.0,0.5,0.5,0.846,15.6,Developed
81.1,66.0,0.0,10.15,10055.34981,80.94046121593291,60.0,53.2,0.0,94.0,1.86,94.0,0.1,54797.54663,7437115.0,0.6,0.4,0.899,15.2,Developed
71.4,177.0,0.0,6.04,0.0,99.0,0.0,44.7,0.0,93.0,3.66,99.0,0.2,7483.158469138474,12753375.120052494,3.7,3.7,0.692,13.3,Developing
51.0,413.0,22.0,4.602860787172012,0.0,86.0,607.0,24.4,30.0,86.0,5.9381895280235995,86.0,0.5,587.538233,723725.0,7.4,7.3,0.431,9.5,Developing
69.4,24.0,15.0,2.45,249.3262948,80.94046121593291,0.0,42.4,19.0,84.0,6.88,84.0,0.4,1753.349471,125478.0,1.4,1.4,0.56,9.0,Developing
68.6,16.0,27.0,0.45,63.42140024,43.0,7368.0,44.8,32.0,95.0,4.18,95.0,0.1,1332.382358,28849621.0,6.7,6.6,0.519,8.0,Developing
77.1,14.0,0.0,11.49,1851.713262,98.0,2.0,61.9,0.0,96.0,7.8,96.0,0.1,13235.97757,4267558.0,1.5,1.5,0.815,14.6,Developed
58.5,288.0,3.0,2.64,0.0,97.0,0.0,22.2,6.0,94.0,5.76,95.0,3.1,7483.158469138474,12753375.120052494,8.8,8.7,0.42,8.4,Developing
76.8,92.0,0.0,4.61,693.8226461,92.0,22.0,54.2,0.0,87.0,9.94,92.0,0.1,4716.673325,36482.0,2.5,2.5,0.728,13.9,Developing
67.6,226.0,1.0,8.15,0.0,99.0,87.0,47.6,1.0,98.0,8.24,98.0,0.1,7483.158469138474,12753375.120052494,3.3,3.5,0.6275510645976182,11.992792792792793,Developing
81.0,67.0,1.0,10.3,579.1331637,95.0,10.0,61.5,2.0,92.0,8.45,92.0,0.1,3416.71483,23948.0,0.7,0.6,0.91,20.3,Developed
84.0,76.0,0.0,8.2,2528.992935,98.0,3.0,64.9,0.0,99.0,9.24,99.0,0.1,22242.68193,114511.0,0.8,0.7,0.858,16.8,Developing
60.0,266.0,2.0,0.24,69.9675435,68.0,912.0,19.2,2.0,67.0,4.32,68.0,0.1,621.93372,611627.0,7.5,7.4,0.434,9.7,Developing
82.5,64.0,3.0,7.39,9498.729062,80.94046121593291,434.0,27.4,4.0,96.0,1.7,97.0,0.1,48167.99727,127833.0,1.9,1.6,0.884,15.1,Developed
75.5,99.0,0.0,4.25,3.479918859,36.0,28.0,49.9,0.0,87.0,9.4,84.0,0.1,265.642661,3781287.0,3.0,3.0,0.0,12.3,Developing
69.1,214.0,6.0,6.82,235.3566066,95.0,55.0,5.6,7.0,98.0,4.32,99.0,0.1,12387.18982,16791425.0,2.4,2.5,0.774,14.7,Developing
48.2,375.0,87.0,6.35,184.8213446,73.0,1014.0,18.8,138.0,75.0,3.38,73.0,2.6,2878.837144,2997687.0,9.6,9.6,0.454,7.7,Developing
71.1,144.0,0.0,4.16,209.0865,66.0,0.0,23.2,0.0,93.0,5.0,92.0,0.9,1768.92132,46147.0,8.9,8.9,0.572,11.3,Developing
77.3,16.0,2.0,6.1,687.5116825,80.94046121593291,0.0,54.7,3.0,96.0,6.51,97.0,0.1,4595.666327,15444969.0,1.0,1.0,0.761,13.7,Developing
71.6,2.0,0.0,9.87,373.2605532,98.0,19.0,56.9,0.0,92.0,6.46,94.0,0.1,3297.35471,3499536.0,3.4,3.4,0.745,14.0,Developed
78.2,89.0,3.0,9.18,0.0,92.0,11.0,26.7,3.0,9.0,4.96,88.0,0.1,7483.158469138474,12753375.120052494,1.6,1.0,0.6275510645976182,11.992792792792793,Developing
76.7,78.0,1.0,1.82,377.2009132,98.0,0.0,6.5,1.0,98.0,3.49,98.0,0.1,4335.64268,12753375.120052494,5.2,5.0,0.829,13.3,Developing
89.0,72.0,2.0,11.05,510.9327012,96.0,267.0,61.7,2.0,96.0,8.36,96.0,0.1,3279.414,4522683.0,0.6,0.5,0.849,16.0,Developed
73.7,89.0,1.0,0.03,2555.303869,99.0,0.0,67.1,1.0,99.0,2.13,99.0,0.1,45793.97614,12753375.120052494,3.2,3.1,0.787,13.9,Developing
78.3,82.0,0.0,13.32,8040.220444,80.94046121593291,334.0,54.4,0.0,89.0,7.34,89.0,0.1,47631.6377,47262.0,0.3,0.2,0.88,17.1,Developed
58.7,254.0,25.0,1.33,94.25737917,76.0,392.0,23.0,39.0,77.0,4.95,76.0,1.4,757.695974,9199259.0,7.8,7.6,0.451,9.5,Developing
74.5,141.0,3.0,3.03,20.83302367,99.0,60.0,2.5,4.0,99.0,3.28,99.0,0.1,322.992615,2271.0,15.3,15.3,0.746,13.6,Developing
61.5,25.0,45.0,0.07,0.0,31.0,890.0,32.2,61.0,64.0,4.22,65.0,0.1,7483.158469138474,12753375.120052494,14.0,14.0,0.45,8.0,Developing
77.3,76.0,0.0,1.16,37.76848819,97.0,295.0,66.0,0.0,98.0,2.9,97.0,0.1,736.22784,12753375.120052494,5.0,4.6,0.825,12.0,Developing
74.2,148.0,1.0,3.64,25.62349238,92.0,0.0,48.1,1.0,94.0,4.87,92.0,0.9,462.517913,2775467.0,1.9,1.7,0.714,12.5,Developing
61.8,286.0,10.0,0.79,18.99961966,56.0,0.0,44.9,14.0,72.0,4.18,67.0,1.1,1366.879112,718239.0,1.4,1.3,0.485,9.6,Developing
54.4,36.0,5.0,3.22,21.53374936,80.94046121593291,0.0,2.7,8.0,74.0,5.87,71.0,5.6,418.94454,1412669.0,8.9,8.8,0.388,8.3,Developing
66.9,163.0,2.0,0.1,38.58376645,72.0,50.0,15.5,3.0,72.0,0.92,72.0,0.1,849.8626972,119591.0,11.5,11.5,0.599,12.4,Developing
62.3,259.0,15.0,5.68,26.37942542,80.94046121593291,0.0,46.5,20.0,67.0,9.88,67.0,0.8,766.8437623,128921.0,3.9,3.9,0.477,8.9,Developing
75.3,115.0,0.0,6.56,635.4849381,9.0,5.0,59.1,0.0,93.0,6.9,94.0,0.1,6682.281158,619428.0,2.0,2.0,0.787,15.0,Developing
63.9,274.0,7.0,0.01,0.0,85.0,124.0,26.2,10.0,85.0,5.9,85.0,3.0,7483.158469138474,12753375.120052494,7.7,7.4,0.576,11.1,Developing
74.6,142.0,3.0,2.56,41.62053588,99.0,2107.0,21.9,3.0,99.0,3.68,99.0,0.1,361.289374,2585.0,15.2,15.1,0.757,13.8,Developing
66.4,3.0,17.0,11.79,12.25184084,98.0,1147.0,55.7,20.0,98.0,5.3,98.0,0.3,692.194398,14349528.0,2.4,2.7,0.754,13.8,Developing
76.6,117.0,0.0,9.29,1617.473418,80.94046121593291,0.0,52.3,0.0,93.0,8.62,93.0,0.1,11814.9994,199453.0,2.1,2.2,0.835,15.6,Developed
69.0,18.0,0.0,1.21,21.90075232,7.0,9.0,41.1,0.0,67.0,3.28,71.0,0.1,1469.849149,18563.0,1.7,1.7,0.0,9.6,Developing
81.6,68.0,2.0,8.3,9748.636237,7.0,10.0,65.3,2.0,99.0,1.78,95.0,0.1,52496.69487,3475545.0,0.5,0.5,0.907,15.9,Developing
81.5,61.0,2.0,7.96,66.37840495,96.0,1617.0,59.9,2.0,96.0,8.89,96.0,0.1,464.18465,58826731.0,0.5,0.5,0.866,16.3,Developed
74.6,19.0,0.0,8.46,327.1618128,93.0,0.0,49.9,0.0,93.0,6.21,93.0,0.1,16523.32388,12753375.120052494,3.8,3.8,0.779,15.5,Developing
73.4,158.0,9.0,4.13,14.5887403,69.0,2.0,44.3,10.0,9.0,3.86,89.0,0.3,193.741571,12852755.0,1.6,1.5,0.67,12.4,Developing
67.7,273.0,5.0,9.46,456.4586664,84.0,48.0,57.6,6.0,91.0,6.63,9.0,0.4,3891.37823,462582.0,2.5,2.6,0.73,14.9,Developing
82.5,61.0,1.0,9.87,11734.85381,91.0,158.0,65.5,1.0,91.0,9.36,91.0,0.1,67792.3386,23117353.0,0.6,0.6,0.933,20.3,Developed
82.0,63.0,0.0,4.602860787172012,0.0,94.0,0.0,61.3,0.0,99.0,5.9381895280235995,99.0,0.1,1199.8223,56964.0,1.0,0.9,0.896,13.9,Developed
64.8,175.0,371.0,0.03,0.697215581,78.0,863.0,21.3,460.0,7.0,2.94,71.0,0.1,16.63999,1674958.0,2.5,2.9,0.514,7.3,Developing
57.9,38.0,41.0,1.53,31.09435342,8.0,1939.0,21.2,63.0,8.0,3.12,8.0,3.4,373.2815537,2446782.0,8.6,8.5,0.489,7.9,Developing
79.3,13.0,23.0,4.602860787172012,0.0,92.0,188.0,69.6,26.0,93.0,5.9381895280235995,95.0,0.1,7483.158469138474,12753375.120052494,0.8,0.6,0.6275510645976182,11.992792792792793,Developed
62.3,291.0,66.0,4.602860787172012,0.0,78.0,478.0,18.5,93.0,82.0,5.9381895280235995,78.0,3.1,693.8963829,414487.0,5.6,5.6,0.488,10.0,Developing
72.0,191.0,2.0,2.36,469.3904193,89.0,0.0,52.8,2.0,89.0,6.91,89.0,0.3,3474.392445,6164626.0,1.7,1.6,0.662,12.9,Developing
79.0,13.0,3.0,13.89,3451.185079,28.0,0.0,55.2,4.0,98.0,9.89,97.0,0.1,22527.31775,61357431.0,0.7,0.6,0.849,15.6,Developing
52.7,374.0,505.0,8.54,204.7186256,42.0,6447.0,23.5,788.0,42.0,3.3,42.0,4.4,2755.297787,167297284.0,1.7,1.6,0.507,9.7,Developing
83.1,55.0,0.0,1.79,0.0,96.0,0.0,33.2,0.0,96.0,5.9381895280235995,96.0,0.1,53629.73746,12753375.120052494,2.2,2.2,0.924,15.4,Developed
74.7,136.0,0.0,11.37,0.0,99.0,0.0,54.8,0.0,99.0,8.2,99.0,0.1,7483.158469138474,12753375.120052494,1.3,1.4,0.813,14.8,Developed
87.0,66.0,0.0,1.55,2639.376955,95.0,23.0,3.5,0.0,95.0,3.66,95.0,0.1,33579.85948,12753375.120052494,2.1,2.0,0.839,13.9,Developed
74.8,15.0,0.0,11.51,17.82121883,80.94046121593291,5.0,62.4,1.0,99.0,7.84,99.0,0.1,1448.87958,9971727.0,1.7,1.7,0.821,15.4,Developed
63.5,228.0,66.0,0.44,4.15451614,39.0,1329.0,15.7,90.0,92.0,1.97,82.0,0.5,219.8156688,487377.0,13.3,13.6,0.455,7.8,Developing
57.3,296.0,3.0,2.51,0.0,95.0,0.0,2.3,6.0,88.0,4.35,87.0,2.9,7483.158469138474,12753375.120052494,9.4,9.3,0.404,7.6,Developing
78.0,96.0,0.0,12.89,7877.33656,86.0,0.0,54.6,0.0,99.0,7.4,99.0,0.1,48179.4285,441525.0,1.0,1.0,0.854,13.4,Developed
75.0,127.0,46.0,4.88,781.2062828,98.0,44.0,54.9,55.0,98.0,6.2,98.0,0.1,6751.998987,1564453.0,1.9,1.8,0.708,11.9,Developing
53.8,498.0,55.0,8.69,709.3170967,79.0,615.0,43.6,84.0,75.0,7.77,79.0,29.5,5414.634326,476667.24,11.6,13.9,0.609,12.9,Developing
65.2,24.0,1.0,7.04,170.6325842,93.0,0.0,39.6,1.0,92.0,4.67,93.0,1.1,1945.6395,74961.0,5.7,5.5,0.622,11.7,Developing
72.9,154.0,3.0,10.6,919.1673438,99.0,353.0,55.0,3.0,96.0,5.21,96.0,0.1,8214.185378,2882982.0,3.2,3.6,0.766,14.1,Developed
74.3,139.0,2.0,9.1,10.32588862,96.0,4189.0,57.7,2.0,89.0,5.53,89.0,0.1,92.277825,2147528.0,2.9,3.1,0.798,15.7,Developed
67.4,159.0,2.0,0.01,30.17998548,83.0,16.0,16.2,2.0,83.0,1.1,83.0,0.1,1117.77724,115676.0,11.2,11.3,0.618,12.5,Developing
82.0,69.0,0.0,1.49,2356.731479,96.0,33.0,3.2,0.0,96.0,3.74,96.0,0.1,29869.85398,12753375.120052494,2.1,2.0,0.821,12.6,Developed
71.8,165.0,0.0,3.73,502.3844946,97.0,3.0,28.6,0.0,98.0,4.38,97.0,0.1,5695.969327,1233996.0,7.6,7.5,0.713,13.4,Developing
67.3,282.0,16.0,12.19,11.02617159,98.0,173.0,56.1,19.0,98.0,5.38,98.0,0.3,911.25385,1428588.0,2.4,2.6,0.761,13.8,Developing
74.6,136.0,28.0,2.56,0.0,93.0,1978.0,11.8,35.0,94.0,5.56,94.0,0.2,7483.158469138474,12753375.120052494,15.1,15.9,0.618,11.3,Developing
55.6,317.0,31.0,0.16,10.3839337,80.94046121593291,4.0,19.0,49.0,53.0,3.2,57.0,2.6,296.68382,9881428.0,9.1,9.1,0.356,7.1,Developing
61.1,251.0,46.0,0.08,0.0,19.0,485.0,31.7,63.0,73.0,4.34,73.0,0.1,7483.158469138474,12753375.120052494,14.0,14.0,0.444,7.9,Developing
65.8,168.0,219.0,0.01,3.395069781,80.94046121593291,4414.0,1.8,298.0,85.0,2.47,85.0,0.1,42.5981152,1341716.0,2.7,21.3,0.468,7.5,Developing
74.0,138.0,12.0,7.76,123.0128671,80.94046121593291,0.0,54.6,13.0,85.0,9.38,83.0,0.1,717.694674,3747159.0,1.2,1.1,0.771,15.6,Developing
78.7,92.0,0.0,12.42,12372.05188,94.0,0.0,56.4,0.0,99.0,8.2,99.0,0.1,75716.3518,45895.0,1.0,0.9,0.867,13.5,Developed
59.2,275.0,71.0,0.01,7.097108703,68.0,3013.0,17.2,97.0,68.0,7.87,68.0,0.1,63.537231,2978599.0,18.2,18.2,0.454,9.5,Developing
48.4,536.0,3.0,7.19,25.21683318,83.0,10.0,25.9,4.0,87.0,5.26,84.0,46.4,1637.4567,161468.0,9.4,9.6,0.516,9.4,Developing
76.4,119.0,1.0,6.76,24.73142261,94.0,0.0,6.1,1.0,94.0,8.17,94.0,0.1,962.312164,335824.0,1.6,1.5,0.77,15.7,Developing
58.4,362.0,79.0,10.03,116.202964,8.0,1313.0,16.3,119.0,79.0,11.2,8.0,8.0,594.9972557,33915133.0,6.0,6.0,0.473,10.9,Developing
85.0,74.0,2.0,11.2,869.790735,88.0,1607.0,6.4,3.0,94.0,1.93,95.0,0.1,4681.32796,8274983.0,1.1,1.1,0.912,16.8,Developed
