Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status
57.0,293.0,87.0,0.02,15.29606643,67.0,466.0,13.8,120.0,5.0,8.79,5.0,0.1,219.1413528,24118979.0,19.5,19.7,0.381,6.8,Developing
56.7,295.0,87.0,0.01,11.08905273,65.0,798.0,13.4,122.0,41.0,8.82,41.0,0.1,198.7285436,2364851.0,19.7,19.9,0.373,6.5,Developing
56.2,3.0,88.0,0.01,16.88735091,64.0,2486.0,13.0,122.0,36.0,7.76,36.0,0.1,187.84595,21979923.0,19.9,2.2,0.341,6.2,Developing
55.3,316.0,88.0,0.01,10.5747282,63.0,8762.0,12.6,122.0,35.0,7.8,33.0,0.1,117.49698,2966463.0,2.1,2.4,0.34,5.9,Developing
54.8,321.0,88.0,0.01,10.42496,62.0,6532.0,12.2,122.0,24.0,8.2,24.0,0.1,114.56,293756.0,2.3,2.5,0.338,5.5,Developing
77.8,74.0,0.0,4.6,364.9752287,99.0,0.0,58.0,0.0,99.0,6.0,99.0,0.1,3954.22783,28873.0,1.2,1.3,0.762,14.2,Developing
77.5,8.0,0.0,4.51,428.7490668,98.0,0.0,57.2,1.0,98.0,5.88,98.0,0.1,4575.763787,288914.0,1.2,1.3,0.761,14.2,Developing
77.2,84.0,0.0,4.76,430.8769785,99.0,0.0,56.5,1.0,99.0,5.66,99.0,0.1,4414.72314,289592.0,1.3,1.4,0.759,14.2,Developing
76.9,86.0,0.0,5.14,412.4433563,99.0,9.0,55.8,1.0,99.0,5.59,99.0,0.1,4247.61438,2941.0,1.3,1.4,0.752,14.2,Developing
76.6,88.0,0.0,5.37,437.0621,99.0,28.0,55.1,1.0,99.0,5.71,99.0,0.1,4437.17868,295195.0,1.4,1.5,0.738,13.3,Developing
76.2,91.0,1.0,5.28,41.82275719,99.0,10.0,54.3,1.0,99.0,5.34,99.0,0.1,494.358832,291321.0,1.4,1.5,0.725,12.5,Developing
76.1,91.0,1.0,5.79,348.0559517,98.0,0.0,53.5,1.0,98.0,5.79,98.0,0.1,4114.136545,2927519.0,1.5,1.6,0.721,12.2,Developing
75.3,1.0,1.0,5.61,36.62206845,99.0,0.0,52.6,1.0,99.0,5.87,99.0,0.1,437.539647,2947314.0,1.6,1.6,0.713,12.0,Developing
75.9,9.0,1.0,5.58,32.24655228,98.0,22.0,51.7,1.0,99.0,6.1,98.0,0.1,363.13685,29717.0,1.6,1.7,0.703,11.6,Developing
74.2,99.0,1.0,5.31,3.3021542,98.0,68.0,5.8,1.0,97.0,5.86,97.0,0.1,35.1293,2992547.0,1.7,1.8,0.696,11.4,Developing
73.5,15.0,1.0,5.16,26.99312143,98.0,6.0,49.9,1.0,97.0,6.12,98.0,0.1,279.142931,311487.0,1.8,1.8,0.685,10.8,Developing
73.0,17.0,1.0,4.54,221.8428,99.0,7.0,48.9,1.0,98.0,6.38,97.0,0.1,2416.588235,326939.0,1.8,1.9,0.681,10.9,Developing
72.8,18.0,1.0,4.29,14.71928882,97.0,8.0,47.9,1.0,97.0,6.27,97.0,0.1,189.681557,339616.0,1.9,2.0,0.674,10.7,Developing
73.3,15.0,1.0,3.73,104.5169157,96.0,16.0,46.9,1.0,98.0,6.3,98.0,0.1,1453.642777,3511.0,2.0,2.1,0.67,10.7,Developing
73.6,14.0,1.0,4.25,96.20557078,96.0,18.0,46.0,1.0,97.0,6.0,97.0,0.1,1326.97339,36173.0,2.1,2.1,0.662,10.6,Developing
72.6,11.0,1.0,3.66,91.71154052,96.0,662.0,45.0,1.0,97.0,6.26,97.0,0.1,1175.788981,38927.0,2.1,2.2,0.656,10.7,Developing
75.6,19.0,21.0,4.602860787172012,0.0,95.0,63.0,59.5,24.0,95.0,5.9381895280235995,95.0,0.1,4132.76292,39871528.0,6.0,5.8,0.743,14.4,Developing
75.4,11.0,21.0,0.01,54.2373183,95.0,0.0,58.4,24.0,95.0,7.21,95.0,0.1,547.8517,39113313.0,6.0,5.8,0.741,14.4,Developing
75.3,112.0,21.0,0.53,544.4507432,95.0,25.0,57.2,24.0,95.0,7.12,95.0,0.1,5471.866766,38338562.0,5.9,5.8,0.737,14.4,Developing
75.1,113.0,21.0,0.66,555.9260834,95.0,18.0,56.1,24.0,95.0,6.14,95.0,0.1,5564.82566,37565847.0,5.9,5.8,0.732,14.4,Developing
74.9,116.0,21.0,0.56,509.0020405,95.0,112.0,55.0,24.0,95.0,5.29,95.0,0.1,5432.2523,36819558.0,5.9,5.8,0.724,14.0,Developing
74.7,119.0,21.0,0.45,430.7175861,95.0,103.0,53.9,24.0,95.0,5.12,95.0,0.1,4463.394675,36117637.0,5.9,5.8,0.714,13.6,Developing
74.4,123.0,20.0,0.5,352.0636419,94.0,107.0,52.8,23.0,94.0,5.36,95.0,0.1,3868.83123,3546576.0,6.0,5.9,0.705,13.1,Developing
74.1,126.0,20.0,0.46,43.08717334,91.0,217.0,51.8,23.0,92.0,4.2,93.0,0.1,495.254866,3486715.0,6.0,5.9,0.697,12.6,Developing
73.8,129.0,20.0,0.44,320.3239241,9.0,0.0,5.8,23.0,95.0,3.82,95.0,0.1,3935.183343,34376.0,6.0,5.9,0.69,12.3,Developing
73.4,132.0,20.0,0.36,270.2401962,8.0,944.0,49.8,23.0,95.0,3.36,95.0,0.1,3464.6179,33777915.0,6.1,6.0,0.686,12.3,Developing
72.9,136.0,19.0,0.5,2.548922758,83.0,2302.0,48.9,22.0,88.0,3.24,88.0,0.1,31.122378,33288437.0,6.1,6.0,0.68,12.0,Developing
72.3,14.0,19.0,0.45,220.393699,81.0,3289.0,47.9,23.0,86.0,3.54,86.0,0.1,2598.9823,3283196.0,6.2,6.1,0.673,11.7,Developing
71.7,146.0,20.0,0.34,25.0185226,80.94046121593291,15374.0,47.0,23.0,87.0,3.6,87.0,0.1,294.33556,3243514.0,6.3,6.1,0.663,11.5,Developing
71.6,145.0,20.0,0.36,148.5119843,80.94046121593291,5862.0,46.1,23.0,86.0,3.73,86.0,0.1,1774.33673,3199546.0,6.3,6.2,0.653,11.1,Developing
71.4,145.0,20.0,0.23,147.9860714,80.94046121593291,2686.0,45.3,24.0,89.0,3.84,89.0,0.1,1732.857979,31592153.0,6.4,6.3,0.644,10.9,Developing
71.3,145.0,21.0,0.25,154.4559436,80.94046121593291,0.0,44.4,25.0,86.0,3.49,86.0,0.1,1757.17797,3118366.0,6.5,6.4,0.636,10.7,Developing
52.4,335.0,66.0,4.602860787172012,0.0,64.0,118.0,23.3,98.0,7.0,5.9381895280235995,64.0,1.9,3695.793748,2785935.0,8.3,8.2,0.531,11.4,Developing
51.7,348.0,67.0,8.33,23.965612,64.0,11699.0,22.7,101.0,68.0,3.31,64.0,2.0,479.31224,2692466.0,8.5,8.3,0.527,11.4,Developing
51.1,355.0,69.0,8.1,35.95857279,77.0,8523.0,22.1,105.0,67.0,4.26,77.0,2.3,484.616884,2599834.0,8.6,8.5,0.523,11.4,Developing
56.0,358.0,72.0,8.24,256.1225243,75.0,4458.0,21.5,110.0,75.0,3.3,75.0,2.6,4598.249988,259615.0,8.8,8.6,0.508,10.3,Developing
51.0,361.0,75.0,8.06,239.8913921,72.0,1449.0,21.0,115.0,73.0,3.38,71.0,2.5,4299.12889,24218565.0,8.9,8.8,0.495,9.4,Developing
49.6,365.0,78.0,7.8,191.6537407,77.0,1190.0,2.4,121.0,81.0,3.39,77.0,2.5,3529.53482,23369131.0,9.1,9.0,0.488,9.0,Developing
49.1,369.0,81.0,7.01,212.9229325,61.0,2807.0,19.8,127.0,63.0,4.37,6.0,2.5,3347.84485,22549547.0,9.3,9.2,0.48,8.5,Developing
48.7,371.0,84.0,7.07,249.9101958,69.0,265.0,19.3,133.0,65.0,3.84,69.0,2.6,3868.578883,2175942.0,9.5,9.4,0.468,8.1,Developing
48.2,375.0,87.0,6.35,184.8213446,73.0,1014.0,18.8,138.0,75.0,3.38,73.0,2.6,2878.837144,2997687.0,9.6,9.6,0.454,7.7,Developing
47.7,381.0,90.0,5.84,25.08688824,80.94046121593291,765.0,18.2,143.0,36.0,4.54,34.0,2.5,262.415149,2262399.0,9.8,9.7,0.439,7.2,Developing
47.4,382.0,92.0,5.04,98.19145117,80.94046121593291,258.0,17.7,148.0,39.0,4.1,38.0,2.6,1443.991929,19552542.0,1.0,9.9,0.426,6.8,Developing
47.1,386.0,94.0,3.53,8.8667775,80.94046121593291,29.0,17.2,152.0,4.0,4.71,4.0,2.5,141.86844,18865716.0,1.2,1.1,0.415,6.4,Developing
46.8,388.0,95.0,3.49,35.93349121,80.94046121593291,1196.0,16.8,155.0,4.0,4.41,4.0,2.4,779.468356,1823369.0,1.4,1.3,0.406,5.9,Developing
46.5,391.0,96.0,2.82,24.037942,80.94046121593291,11945.0,16.3,157.0,37.0,3.63,41.0,2.3,711.181716,17572649.0,1.5,1.5,0.401,5.5,Developing
45.7,44.0,97.0,2.58,30.35993647,80.94046121593291,9046.0,15.8,159.0,41.0,5.38,38.0,2.1,526.168743,16983266.0,1.7,1.7,0.391,5.1,Developing
45.3,48.0,97.0,1.85,15.88149254,80.94046121593291,2219.0,15.4,160.0,3.0,2.79,28.0,2.0,555.2969419,1644924.0,1.9,1.9,0.382,4.6,Developing
76.4,13.0,0.0,4.602860787172012,0.0,99.0,0.0,47.7,0.0,86.0,5.9381895280235995,99.0,0.2,13566.9541,12753375.120052494,3.3,3.3,0.784,13.9,Developing
76.2,131.0,0.0,8.56,2422.999774,99.0,0.0,47.0,0.0,96.0,5.54,99.0,0.2,12888.29667,12753375.120052494,3.3,3.3,0.782,13.9,Developing
76.1,133.0,0.0,8.58,1991.430372,99.0,0.0,46.4,0.0,98.0,5.33,99.0,0.2,12224.86416,12753375.120052494,3.3,3.3,0.781,13.9,Developing
75.9,134.0,0.0,8.18,2156.229842,98.0,0.0,45.7,0.0,97.0,5.39,98.0,0.2,12565.44197,12753375.120052494,3.3,3.3,0.778,13.8,Developing
75.7,136.0,0.0,7.84,1810.875316,99.0,0.0,45.1,0.0,99.0,5.65,99.0,0.1,11929.34991,12753375.120052494,3.3,3.3,0.782,14.1,Developing
75.6,138.0,0.0,7.84,1983.956937,98.0,0.0,44.4,0.0,99.0,5.63,98.0,0.1,12126.87614,12753375.120052494,3.3,3.3,0.783,14.1,Developing
75.4,14.0,0.0,7.82,149.3587355,98.0,0.0,43.8,0.0,98.0,4.86,99.0,0.1,1312.46692,12753375.120052494,3.4,3.3,0.788,14.2,Developing
75.2,142.0,0.0,8.27,180.7762695,98.0,0.0,43.2,0.0,99.0,4.69,99.0,0.1,1473.31923,12753375.120052494,3.4,3.3,0.786,14.4,Developing
75.0,144.0,0.0,8.64,257.9665308,97.0,0.0,42.6,0.0,98.0,4.27,99.0,0.1,14252.29452,12753375.120052494,3.4,3.3,0.781,14.5,Developing
74.8,145.0,0.0,8.93,216.3146941,99.0,0.0,42.0,0.0,99.0,4.34,99.0,0.1,12724.39377,12753375.120052494,3.4,3.4,0.773,14.7,Developing
74.6,147.0,0.0,8.15,1455.608186,99.0,0.0,41.4,0.0,98.0,4.41,99.0,0.1,11371.93895,12753375.120052494,3.5,3.4,0.0,0.0,Developing
74.4,149.0,0.0,7.28,22.86295206,97.0,0.0,4.8,0.0,97.0,4.21,97.0,0.1,1352.8374,12753375.120052494,3.5,3.4,0.0,0.0,Developing
74.2,151.0,0.0,7.16,1158.065259,99.0,0.0,4.1,0.0,99.0,4.53,99.0,0.1,9739.82556,12753375.120052494,3.5,3.5,0.0,0.0,Developing
74.0,153.0,0.0,7.21,927.4075855,99.0,0.0,39.5,0.0,93.0,4.41,98.0,0.1,9386.716452,12753375.120052494,3.6,3.5,0.0,0.0,Developing
73.8,154.0,0.0,7.51,163.7676978,96.0,0.0,38.9,0.0,99.0,4.48,97.0,0.1,9358.154162,12753375.120052494,3.6,3.5,0.0,0.0,Developing
73.6,156.0,0.0,7.27,1127.74347,80.94046121593291,0.0,38.2,0.0,96.0,4.13,95.0,0.1,9875.161736,12753375.120052494,3.7,3.6,0.0,0.0,Developing
76.3,116.0,8.0,4.602860787172012,0.0,94.0,0.0,62.8,9.0,93.0,5.9381895280235995,94.0,0.1,13467.1236,43417765.0,1.0,0.9,0.826,17.3,Developing
76.2,118.0,8.0,7.93,847.3717463,94.0,1.0,62.2,9.0,92.0,4.79,94.0,0.1,12245.25645,42981515.0,1.0,0.9,0.825,17.3,Developing
76.0,119.0,8.0,8.28,1001.796332,94.0,0.0,61.6,10.0,99.0,4.99,94.0,0.1,12976.63642,42539925.0,1.0,0.9,0.823,17.3,Developing
75.9,12.0,9.0,8.35,1133.558003,91.0,2.0,61.0,10.0,99.0,5.2,91.0,0.1,12969.7712,4296739.0,1.0,0.9,0.822,17.2,Developing
75.7,12.0,9.0,8.11,1504.329462,91.0,3.0,6.4,10.0,93.0,5.89,91.0,0.1,12726.9836,41656879.0,1.0,0.9,0.816,17.1,Developing
75.5,121.0,10.0,8.15,187.610955,94.0,17.0,59.8,11.0,95.0,6.55,94.0,0.1,1276.265,41223889.0,1.0,0.9,0.802,16.8,Developing
75.6,126.0,10.0,8.33,1398.042623,94.0,3.0,59.2,11.0,97.0,7.63,94.0,0.1,8161.36966,479947.0,1.0,0.9,0.794,16.5,Developing
75.4,126.0,10.0,8.41,1413.73543,9.0,0.0,58.6,11.0,94.0,6.66,93.0,0.1,8953.359275,4382389.0,1.0,0.9,0.792,16.3,Developing
74.8,129.0,10.0,8.16,1105.659031,85.0,0.0,58.0,12.0,92.0,6.49,91.0,0.1,7193.61764,3997224.0,1.1,0.9,0.788,16.3,Developing
75.2,127.0,11.0,7.75,961.1774676,84.0,0.0,57.5,12.0,92.0,6.68,91.0,0.1,5878.76127,3955889.0,1.1,0.9,0.782,16.1,Developing
74.9,127.0,11.0,7.53,96.16653429,88.0,0.0,56.9,12.0,95.0,6.85,98.0,0.1,576.883829,39145488.0,1.1,1.0,0.78,16.3,Developing
74.7,13.0,11.0,7.63,719.3663797,81.0,0.0,56.3,12.0,91.0,6.84,98.0,0.1,4251.574348,38728696.0,1.1,1.0,0.775,16.3,Developing
74.1,137.0,11.0,7.62,57.58467352,73.0,0.0,55.7,13.0,95.0,8.22,96.0,0.1,333.4376,3839379.0,1.2,1.0,0.77,16.4,Developing
74.1,138.0,12.0,7.81,470.1869145,66.0,0.0,55.1,13.0,94.0,8.31,93.0,0.1,2579.193168,3788937.0,1.2,1.0,0.776,16.3,Developing
74.0,138.0,12.0,7.76,123.0128671,80.94046121593291,0.0,54.6,13.0,85.0,9.38,83.0,0.1,717.694674,3747159.0,1.2,1.1,0.771,15.6,Developing
74.1,137.0,12.0,7.68,1349.025282,80.94046121593291,6.0,54.0,14.0,88.0,9.21,83.0,0.1,7669.273916,3757452.0,1.2,1.1,0.764,15.0,Developing
74.8,118.0,1.0,4.602860787172012,0.0,94.0,33.0,54.9,1.0,96.0,5.9381895280235995,94.0,0.1,369.654776,291695.0,2.1,2.2,0.741,12.7,Developing
74.6,12.0,1.0,3.91,295.6087143,93.0,13.0,54.1,1.0,95.0,4.48,93.0,0.1,3994.712355,29622.0,2.1,2.1,0.739,12.7,Developing
74.4,123.0,1.0,3.79,279.4290812,95.0,10.0,53.3,1.0,96.0,4.55,95.0,0.1,3843.591213,289359.0,2.1,2.1,0.736,12.7,Developing
74.4,121.0,1.0,3.89,274.1526986,95.0,0.0,52.6,1.0,96.0,4.48,95.0,0.1,3684.8481,2881922.0,2.0,2.1,0.732,12.7,Developing
73.9,128.0,1.0,4.09,260.9963826,95.0,0.0,51.9,1.0,96.0,3.71,95.0,0.1,3526.978143,2875581.0,2.0,2.1,0.729,12.7,Developing
73.5,132.0,1.0,4.23,224.3212014,94.0,2.0,51.2,1.0,96.0,4.56,94.0,0.1,3218.381655,2877311.0,2.0,2.1,0.72,12.3,Developing
73.3,137.0,1.0,3.96,201.1855461,93.0,0.0,5.7,1.0,94.0,4.55,93.0,0.1,2993.832531,2888584.0,2.0,2.1,0.725,11.9,Developing
73.2,14.0,1.0,3.96,2.8888979,89.0,0.0,5.1,1.0,91.0,3.8,89.0,0.1,41.26997,29822.0,2.0,2.1,0.721,12.3,Developing
73.5,132.0,1.0,3.99,44.57219966,85.0,1.0,49.7,1.0,9.0,4.31,88.0,0.1,3138.8873,293356.0,2.0,2.1,0.707,11.7,Developing
72.9,141.0,1.0,4.01,244.5352767,78.0,137.0,49.2,1.0,87.0,4.58,87.0,0.1,2158.299,29585.0,2.0,2.1,0.692,11.2,Developing
73.0,137.0,1.0,4.25,20.21822828,91.0,2281.0,48.8,1.0,92.0,5.25,9.0,0.1,1643.758397,2981259.0,2.0,2.1,0.679,10.9,Developing
73.0,132.0,1.0,3.81,97.74087744,91.0,1783.0,48.4,1.0,93.0,5.5,91.0,0.1,1191.96192,3612.0,2.0,2.1,0.668,10.9,Developing
72.7,134.0,1.0,3.03,7.341493148,93.0,4.0,48.1,1.0,96.0,5.56,94.0,0.1,93.1661567,31786.0,2.0,2.1,0.657,10.8,Developing
72.6,134.0,1.0,2.86,57.17810403,91.0,40.0,47.8,1.0,96.0,5.4,94.0,0.1,783.261699,333897.0,2.1,2.1,0.645,10.8,Developing
72.6,141.0,1.0,2.86,53.19373012,69.0,69.0,47.4,1.0,97.0,5.94,94.0,0.1,694.435119,35655.0,2.1,2.1,0.644,11.1,Developing
72.0,142.0,1.0,2.9,32.75626853,55.0,15.0,47.1,1.0,96.0,6.25,93.0,0.1,622.7427477,369588.0,2.1,2.2,0.639,11.2,Developing
82.8,59.0,1.0,4.602860787172012,0.0,93.0,74.0,66.6,1.0,93.0,5.9381895280235995,93.0,0.1,56554.3876,23789338.0,0.6,0.6,0.937,20.4,Developed
82.7,6.0,1.0,9.71,10769.36305,91.0,340.0,66.1,1.0,92.0,9.42,92.0,0.1,62214.6912,2346694.0,0.6,0.6,0.936,20.4,Developed
82.5,61.0,1.0,9.87,11734.85381,91.0,158.0,65.5,1.0,91.0,9.36,91.0,0.1,67792.3386,23117353.0,0.6,0.6,0.933,20.3,Developed
82.3,61.0,1.0,10.03,11714.99858,91.0,199.0,65.0,1.0,92.0,9.36,92.0,0.1,67677.63477,22728254.0,0.6,0.6,0.93,20.1,Developed
82.0,63.0,1.0,10.3,10986.26527,92.0,190.0,64.4,1.0,92.0,9.2,92.0,0.1,62245.129,223424.0,0.6,0.6,0.927,19.8,Developed
81.9,64.0,1.0,10.52,8875.786493,92.0,70.0,63.9,1.0,92.0,9.2,92.0,0.1,51874.848,223175.0,0.7,0.6,0.927,19.5,Developed
81.7,66.0,1.0,10.62,7172.275229,94.0,104.0,63.4,1.0,92.0,9.5,92.0,0.1,42742.99898,216917.0,0.7,0.6,0.925,19.1,Developed
81.3,66.0,1.0,10.76,8547.292357,94.0,65.0,62.9,1.0,92.0,8.78,92.0,0.1,49664.6854,212492.0,0.7,0.6,0.921,19.1,Developed
81.3,66.0,1.0,10.56,872.5986092,94.0,11.0,62.5,2.0,92.0,8.53,92.0,0.1,4991.98289,28276.0,0.7,0.6,0.918,19.0,Developed
81.2,66.0,1.0,10.31,6187.062017,95.0,0.0,62.0,2.0,92.0,8.49,92.0,0.1,36118.28381,26979.0,0.7,0.6,0.915,20.3,Developed
81.0,67.0,1.0,10.3,579.1331637,95.0,10.0,61.5,2.0,92.0,8.45,92.0,0.1,3416.71483,23948.0,0.7,0.6,0.91,20.3,Developed
86.0,69.0,1.0,9.84,588.568371,95.0,70.0,6.9,1.0,92.0,8.57,92.0,0.1,3472.37977,21274.0,0.7,0.6,0.908,20.7,Developed
83.0,71.0,1.0,9.97,3829.550928,95.0,91.0,6.3,1.0,92.0,8.32,93.0,0.1,23465.38559,198954.0,0.7,0.7,0.905,20.6,Developed
79.9,73.0,1.0,9.84,46.3871819,95.0,32.0,59.6,2.0,92.0,8.39,92.0,0.1,281.81763,196514.0,0.7,0.7,0.902,20.1,Developed
79.9,75.0,1.0,9.53,3064.301144,94.0,141.0,59.0,2.0,91.0,8.18,92.0,0.1,19517.84168,19413.0,0.7,0.7,0.899,20.5,Developed
79.5,78.0,1.0,10.17,347.18736,80.94046121593291,108.0,58.2,2.0,9.0,8.8,9.0,0.1,2169.921,19153.0,0.7,0.7,0.897,20.4,Developed
81.5,65.0,0.0,4.602860787172012,0.0,93.0,309.0,57.6,0.0,93.0,5.9381895280235995,93.0,0.1,43665.947,8633169.0,1.9,2.1,0.892,15.9,Developed
81.4,66.0,0.0,12.32,8350.193523,98.0,117.0,57.1,0.0,98.0,11.21,98.0,0.1,51322.63997,8541575.0,1.8,2.0,0.892,15.9,Developed
81.1,68.0,0.0,11.82,90.58501176,95.0,0.0,56.6,0.0,95.0,11.14,95.0,0.1,554.71532,8479375.0,1.8,2.0,0.887,15.7,Developed
88.0,7.0,0.0,12.26,7878.372355,92.0,36.0,56.1,0.0,92.0,11.17,92.0,0.1,48333.57273,8429991.0,1.8,2.0,0.884,15.7,Developed
88.0,73.0,0.0,12.04,8272.306757,89.0,68.0,55.7,0.0,89.0,1.94,89.0,0.1,51126.74139,8391643.0,1.7,2.0,0.88,15.7,Developed
84.0,75.0,0.0,12.1,7423.228774,86.0,52.0,55.2,0.0,86.0,11.17,86.0,0.1,46657.629,836344.0,1.7,1.9,0.872,15.4,Developed
82.0,77.0,0.0,11.3,8053.557638,83.0,49.0,54.7,0.0,83.0,11.19,83.0,0.1,47654.18721,8343323.0,1.7,1.9,0.87,15.3,Developed
84.0,76.0,0.0,12.0,8329.731655,83.0,448.0,54.2,0.0,83.0,1.6,83.0,0.1,51386.37665,8321496.0,1.7,1.9,0.864,15.1,Developed
81.0,8.0,0.0,12.5,7453.8644,85.0,20.0,53.7,0.0,85.0,1.4,85.0,0.1,46586.6525,8295487.0,1.7,1.9,0.86,15.2,Developed
79.8,81.0,0.0,12.4,69.92899358,83.0,23.0,53.2,0.0,83.0,1.35,83.0,0.1,443.99361,8268641.0,1.7,1.9,0.854,15.0,Developed
79.4,85.0,0.0,12.4,5992.588029,86.0,9.0,52.7,0.0,86.0,1.53,86.0,0.1,38242.4252,8227829.0,1.7,1.9,0.848,14.9,Developed
79.3,86.0,0.0,12.1,5316.877456,83.0,15.0,52.2,0.0,83.0,1.56,83.0,0.1,36693.4262,8171966.0,1.7,1.9,0.841,14.7,Developed
78.8,88.0,0.0,12.2,504.4308735,83.0,90.0,51.7,0.0,84.0,1.48,84.0,0.1,3212.9355,8121423.0,1.7,1.9,0.837,14.7,Developed
78.7,9.0,0.0,12.5,3979.057728,81.0,0.0,51.2,0.0,82.0,1.27,83.0,0.1,26351.37568,881957.0,1.7,1.9,0.847,16.1,Developed
78.6,92.0,0.0,12.4,3582.848308,44.0,0.0,5.6,0.0,83.0,1.12,84.0,0.1,24489.73553,842293.0,1.7,1.9,0.837,15.5,Developed
78.1,96.0,0.0,13.2,3557.455507,33.0,0.0,5.1,0.0,71.0,1.6,81.0,0.1,24517.26745,811566.0,1.7,1.9,0.833,15.4,Developed
72.7,118.0,5.0,4.602860787172012,0.0,96.0,0.0,52.5,6.0,98.0,5.9381895280235995,96.0,0.1,55.31382,9649341.0,2.8,2.9,0.758,12.7,Developing
72.5,119.0,5.0,0.01,306.1824313,94.0,0.0,51.5,6.0,97.0,6.4,94.0,0.1,7891.299776,953579.0,2.8,2.9,0.752,12.2,Developing
72.2,121.0,5.0,2.14,275.6514934,93.0,164.0,5.6,6.0,96.0,5.54,93.0,0.1,7875.756953,941681.0,2.8,2.8,0.745,11.9,Developing
71.9,123.0,5.0,0.01,285.6103912,88.0,0.0,49.7,6.0,92.0,5.37,89.0,0.1,7496.335728,9295784.0,2.8,2.8,0.742,11.8,Developing
71.6,125.0,5.0,1.98,263.142699,84.0,0.0,48.8,6.0,91.0,5.1,87.0,0.1,7189.691229,917382.0,2.8,2.9,0.741,11.7,Developing
71.1,13.0,5.0,1.98,246.5686008,8.0,0.0,48.0,6.0,85.0,5.33,81.0,0.1,5842.85784,954332.0,2.8,2.9,0.737,11.7,Developing
78.0,132.0,6.0,2.1,22.48638351,74.0,0.0,47.3,6.0,84.0,5.85,81.0,0.1,495.294791,8947243.0,2.8,2.9,0.728,11.6,Developing
73.0,141.0,6.0,1.18,206.2616134,68.0,5.0,46.6,6.0,85.0,4.37,81.0,0.1,5574.6382,87634.0,2.8,2.9,0.719,11.6,Developing
73.0,14.0,6.0,1.02,176.0107106,62.0,0.0,45.9,7.0,81.0,5.1,79.0,0.1,3851.437869,85813.0,2.8,2.9,0.708,11.6,Developing
69.2,154.0,6.0,0.85,105.6337264,52.0,222.0,45.3,7.0,8.0,6.17,78.0,0.1,2473.85776,848455.0,2.9,2.9,0.682,10.7,Developing
68.4,162.0,6.0,0.73,81.28883085,49.0,1238.0,44.7,7.0,79.0,7.86,75.0,0.1,1578.4239,839185.0,2.9,3.0,0.675,11.2,Developing
68.4,154.0,6.0,0.62,8.59680496,5.0,827.0,44.2,8.0,78.0,7.92,77.0,0.1,145.2163,8365.0,3.0,3.0,0.668,11.0,Developing
67.8,154.0,7.0,0.55,42.41491183,51.0,1978.0,43.6,8.0,79.0,6.56,77.0,0.1,883.6439965,82341.0,3.0,3.0,0.659,10.8,Developing
67.8,146.0,7.0,0.55,39.33253687,5.0,4353.0,43.1,9.0,8.0,4.47,76.0,0.1,763.73858,817195.0,3.1,3.1,0.651,10.6,Developing
