Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS,GDP,Population, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status
63.9,224.0,64.0,0.28,2.793843188,62.0,314.0,16.4,87.0,86.0,1.83,73.0,0.5,247.24276,48482614.0,13.2,13.6,0.465,7.9,Developing
73.1,144.0,15.0,4.38,531.9808176,93.0,0.0,5.5,18.0,93.0,5.82,93.0,0.1,3386.256,43285634.0,2.4,2.1,0.658,11.1,Developing
76.2,125.0,1.0,5.72,631.1251711,88.0,0.0,51.1,2.0,98.0,7.0,88.0,0.1,5348.518399,339195.0,2.1,2.0,0.744,12.9,Developing
75.4,123.0,1.0,9.09,8.617208431,92.0,37.0,59.4,1.0,93.0,1.37,93.0,0.1,62.173221,713576.0,2.1,2.1,0.771,14.3,Developing
58.4,382.0,2.0,0.01,574.3895102,98.0,0.0,31.8,3.0,98.0,9.25,98.0,7.3,3464.35169,129597.0,4.3,4.3,0.541,11.4,Developing
69.0,227.0,49.0,0.01,31.50243237,67.0,1224.0,18.5,89.0,56.0,5.9,67.0,0.6,416.14838,18426372.0,1.0,9.9,0.341,5.3,Developing
45.9,6.0,3.0,5.65,2.819124474,9.0,350.0,27.1,4.0,87.0,5.71,85.0,50.6,22.99449,187392.0,8.2,8.4,0.493,9.1,Developing
77.3,15.0,0.0,14.21,2283.891796,94.0,8.0,52.5,1.0,96.0,9.54,99.0,0.1,15772.7334,1458821.0,0.7,0.6,0.789,15.8,Developed
62.7,256.0,1.0,0.53,229.4410095,82.0,28.0,33.8,2.0,82.0,9.14,82.0,2.1,1622.637974,896688.0,5.6,5.4,0.464,6.3,Developing
74.3,143.0,11.0,4.44,1487.896562,92.0,1.0,55.7,13.0,91.0,6.93,91.0,0.1,7884.984429,46881475.0,2.1,1.9,0.707,13.2,Developing
65.1,237.0,1.0,7.84,1.776181042,91.0,0.0,38.4,1.0,91.0,5.73,91.0,1.9,145.58861,751652.0,5.8,5.6,0.613,11.2,Developing
74.7,12.0,3.0,1.37,53.08451654,99.0,2.0,54.7,3.0,99.0,5.63,99.0,0.1,431.9326,147336.0,6.3,6.3,0.701,14.3,Developing
72.5,163.0,5.0,3.23,203.7134882,97.0,0.0,42.8,6.0,98.0,7.81,98.0,0.9,1311.741714,737343.0,2.5,2.4,0.577,10.6,Developing
64.5,235.0,6.0,2.4,34.23979419,96.0,0.0,42.7,8.0,96.0,1.93,96.0,0.1,394.467675,4935762.0,3.2,3.3,0.0,10.5,Developing
52.8,296.0,58.0,0.49,57.11644801,73.0,172.0,17.5,103.0,7.0,6.28,69.0,2.0,439.3572924,1239196.0,1.1,1.0,0.333,5.5,Developing
72.1,16.0,1.0,10.48,456.3404657,96.0,3.0,59.7,1.0,97.0,7.8,96.0,0.1,3893.68998,7658972.0,2.2,2.3,0.745,13.5,Developed
73.6,15.0,13.0,4.34,941.6464045,92.0,0.0,53.5,15.0,92.0,7.1,92.0,0.1,5148.422113,45416181.0,2.2,2.0,0.691,12.4,Developing
72.9,141.0,1.0,4.01,244.5352767,78.0,137.0,49.2,1.0,87.0,4.58,87.0,0.1,2158.299,29585.0,2.0,2.1,0.692,11.2,Developing
85.0,74.0,2.0,8.3,7946.743581,14.0,101.0,62.5,2.0,9.0,9.83,94.0,0.1,44544.5268,32887928.0,0.5,0.4,0.894,15.8,Developing
75.0,93.0,1.0,1.57,835.0626827,81.0,9.0,64.0,1.0,75.0,7.12,81.0,0.1,8734.9653,4588368.0,4.7,4.7,0.758,13.2,Developing
81.0,72.0,2.0,8.4,864.94993,42.0,14.0,63.6,2.0,89.0,11.17,91.0,0.1,4773.45436,33628571.0,0.5,0.4,0.898,15.9,Developing
49.8,416.0,87.0,2.16,40.82597077,76.0,7155.0,17.3,127.0,76.0,6.45,76.0,14.5,262.884551,19139658.0,4.0,4.0,0.311,6.2,Developing
72.7,166.0,0.0,2.49,6.6489825,99.0,12.0,29.7,0.0,99.0,4.6,99.0,0.1,83.635,1244121.0,7.4,7.3,0.728,13.6,Developing
61.4,311.0,6.0,0.63,1.575160196,92.0,82.0,15.5,9.0,92.0,3.3,92.0,1.0,43.7544499,431334.0,9.0,8.9,0.402,5.2,Developing
71.8,163.0,17.0,4.45,393.8773633,78.0,139.0,48.2,20.0,83.0,5.67,81.0,0.1,2355.725857,41572491.0,2.5,2.3,0.656,11.5,Developing
71.0,194.0,4.0,3.81,36.81621175,79.0,0.0,45.7,4.0,8.0,6.13,79.0,0.3,191.55157,53973.0,2.1,2.0,0.587,11.0,Developing
77.0,178.0,4.0,9.62,37.82275031,99.0,14.0,52.4,5.0,98.0,4.57,98.0,0.1,2124.873613,2173496.0,3.7,4.1,0.714,12.0,Developed
81.6,68.0,2.0,8.3,9748.636237,7.0,10.0,65.3,2.0,99.0,1.78,95.0,0.1,52496.69487,3475545.0,0.5,0.5,0.907,15.9,Developing
76.9,92.0,0.0,4.64,7.959131146,88.0,10.0,53.7,0.0,89.0,9.71,88.0,0.1,55.156834,3688865.0,2.6,2.5,0.711,13.4,Developing
81.1,88.0,3.0,11.8,6415.35735,51.0,1541.0,59.6,3.0,98.0,11.28,98.0,0.1,41631.13141,647744.0,0.6,0.6,0.879,16.0,Developing
78.2,62.0,0.0,0.01,2051.748615,99.0,0.0,26.2,0.0,99.0,13.73,99.0,0.1,7716.2415,41.0,13.6,13.7,0.693,12.7,Developing
72.9,155.0,1.0,10.98,107.9826127,96.0,1.0,61.5,1.0,96.0,6.61,95.0,0.1,7296.122479,7492561.0,2.1,2.1,0.761,13.8,Developed
67.6,256.0,6.0,5.92,21.22386354,77.0,411.0,55.7,6.0,99.0,6.93,97.0,0.9,148.522488,4781295.0,2.8,2.9,0.691,14.3,Developing
73.2,131.0,9.0,0.93,10.21129783,82.0,189.0,46.8,10.0,84.0,4.48,81.0,0.1,148.852738,1786638.0,6.5,6.3,0.61,10.6,Developing
73.8,121.0,8.0,0.83,17.98136184,83.0,403.0,49.4,9.0,83.0,3.72,8.0,0.1,258.3529,1963286.0,6.4,6.2,0.644,11.5,Developing
72.3,127.0,4.0,0.54,228.7838108,97.0,76.0,56.3,4.0,97.0,9.15,97.0,0.1,1889.213962,5396774.0,3.9,3.9,0.717,13.2,Developing
68.7,223.0,0.0,0.01,188.7373664,97.0,1.0,21.9,1.0,97.0,3.7,97.0,0.6,2422.816,752967.0,16.1,16.7,0.581,12.3,Developing
78.8,13.0,3.0,13.63,3410.284431,26.0,10000.0,54.6,4.0,98.0,9.77,97.0,0.1,22465.64184,6912498.0,0.7,0.6,0.844,15.7,Developing
63.2,23.0,1.0,0.01,73.86584922,88.0,0.0,23.7,2.0,87.0,6.75,87.0,0.8,852.954379,759385.0,6.8,6.6,0.497,11.1,Developing
59.3,251.0,25.0,0.01,9.80407467,8.0,288.0,24.1,39.0,8.0,4.86,8.0,1.3,837.9551,972916.0,7.4,7.3,0.458,10.0,Developing
62.8,289.0,2.0,8.9,133.5223672,75.0,2.0,34.1,3.0,75.0,3.12,75.0,6.0,1716.2258,169711.0,6.4,6.3,0.664,12.5,Developing
73.0,161.0,70.0,7.1,30.30374691,99.0,57.0,48.6,79.0,99.0,8.36,99.0,0.1,586.145975,18912412.0,3.1,3.1,0.698,13.8,Developing
64.0,37.0,11.0,0.84,12.05551997,63.0,1222.0,41.1,15.0,61.0,6.42,72.0,1.5,77.5773486,631479.0,1.4,1.4,0.446,7.9,Developing
72.1,152.0,15.0,4.5,34.70333523,65.0,0.0,47.4,19.0,95.0,4.6,94.0,0.4,218.25997,26937738.0,1.3,1.3,0.686,13.3,Developing
73.6,131.0,0.0,0.01,698.3522786,6.0,0.0,73.8,0.0,62.0,6.91,67.0,0.1,4219.65123,19757.0,0.2,0.1,0.7,12.9,Developing
61.6,291.0,2.0,9.02,545.4389573,75.0,0.0,31.9,3.0,78.0,2.86,81.0,10.0,8352.81711,1489193.0,6.9,6.8,0.645,12.4,Developing
77.3,12.0,2.0,10.71,243.808475,96.0,0.0,61.1,2.0,94.0,6.35,98.0,0.1,14341.675,3811735.0,1.9,2.1,0.85,16.4,Developed
73.4,158.0,61.0,7.21,526.3780636,96.0,0.0,5.3,68.0,99.0,8.24,99.0,0.1,8787.61375,19297929.0,3.0,3.0,0.704,13.3,Developing
64.3,212.0,21.0,0.28,1.020071763,89.0,428.0,21.7,32.0,76.0,4.62,89.0,0.4,11.631377,12916229.0,1.4,1.3,0.449,7.7,Developing
62.2,263.0,1.0,0.52,217.2125786,81.0,709.0,33.2,2.0,81.0,8.95,81.0,1.9,1536.15685,881185.0,5.6,5.5,0.46,6.3,Developing
81.0,8.0,0.0,12.5,7453.8644,85.0,20.0,53.7,0.0,85.0,1.4,85.0,0.1,46586.6525,8295487.0,1.7,1.9,0.86,15.2,Developed
59.2,371.0,23.0,6.5,10.82259524,91.0,0.0,31.3,34.0,92.0,6.44,91.0,6.3,127.47462,15411675.0,5.9,5.7,0.498,10.3,Developing
63.5,238.0,6.0,2.86,186.1013972,96.0,1.0,4.0,8.0,98.0,4.3,97.0,0.1,1453.917166,473398.0,3.4,3.4,0.0,10.3,Developing
66.8,29.0,31.0,0.18,59.18845152,65.0,908.0,52.5,37.0,69.0,4.13,65.0,0.1,1849.63911,278426.0,5.4,5.2,0.628,10.1,Developing
69.3,191.0,0.0,5.53,78.72216127,76.0,0.0,36.0,1.0,91.0,5.13,91.0,0.5,884.518666,128452.0,6.4,6.9,0.729,12.0,Developing
59.9,268.0,40.0,0.93,37.12894787,61.0,62233.0,15.0,60.0,65.0,4.81,66.0,0.7,316.7998965,17279141.0,8.3,8.3,0.457,8.5,Developing
52.1,425.0,74.0,1.03,53.9502789,75.0,267.0,19.3,108.0,75.0,5.25,75.0,14.1,422.1461573,22188387.0,3.8,3.7,0.36,8.2,Developing
67.4,159.0,2.0,0.01,30.17998548,83.0,16.0,16.2,2.0,83.0,1.1,83.0,0.1,1117.77724,115676.0,11.2,11.3,0.618,12.5,Developing
81.8,61.0,1.0,2.67,3793.161624,98.0,70.0,63.4,1.0,94.0,7.39,94.0,0.1,33657.15727,77658.0,1.2,1.1,0.883,15.8,Developing
71.4,162.0,0.0,3.62,310.6117683,54.0,0.0,68.9,0.0,26.0,4.45,55.0,0.1,2351.33814,178781.0,0.2,0.2,0.665,12.4,Developing
57.1,283.0,25.0,1.12,7.49281752,82.0,341.0,21.5,39.0,82.0,4.55,82.0,2.0,76.535419,8454791.0,8.3,8.2,0.438,8.9,Developing
71.1,194.0,18.0,5.88,0.27564826,95.0,4074.0,18.7,21.0,97.0,3.4,97.0,0.8,27.564826,6295821.0,9.4,9.7,0.64,10.9,Developing
76.0,121.0,6.0,3.77,59.12850204,87.0,0.0,52.8,8.0,87.0,7.29,87.0,0.1,674.9829,15661547.0,1.3,1.1,0.725,13.4,Developing
63.8,263.0,2.0,2.43,55.60878216,98.0,1205.0,39.8,2.0,98.0,5.81,98.0,0.1,571.51883,2443659.0,2.4,2.5,0.599,10.1,Developing
53.6,362.0,490.0,0.01,263.2111031,49.0,6855.0,24.7,759.0,49.0,3.67,49.0,3.9,3221.678128,1764652.0,1.1,9.9,0.521,10.0,Developing
71.2,141.0,0.0,0.85,457.9731742,63.0,0.0,49.9,0.0,65.0,3.85,65.0,0.1,3275.91684,241871.0,1.5,1.4,0.591,10.8,Developing
81.8,6.0,1.0,2.78,3830.184587,97.0,211.0,63.8,1.0,94.0,7.73,94.0,0.1,32569.59683,7915.0,1.2,1.1,0.889,15.9,Developing
59.0,27.0,40.0,4.64,88.97040214,88.0,375.0,18.2,66.0,89.0,5.91,88.0,0.7,699.452847,1772723.0,8.4,7.9,0.392,7.5,Developing
89.0,76.0,0.0,12.6,7163.348923,98.0,70.0,63.4,1.0,99.0,1.59,99.0,0.1,47439.39684,112957.0,1.0,1.0,0.89,16.3,Developed
78.3,92.0,3.0,12.46,4057.637383,86.0,6024.0,55.6,4.0,96.0,1.15,93.0,0.1,23687.31689,82349925.0,1.2,1.1,0.86,16.2,Developed
81.8,6.0,2.0,6.95,5219.668802,96.0,372.0,61.0,2.0,96.0,9.42,96.0,0.1,35849.37364,59277417.0,0.5,0.5,0.869,16.4,Developed
62.8,26.0,16.0,7.92,63.78723633,97.0,121.0,18.3,23.0,93.0,7.91,97.0,2.3,563.491487,1246842.0,6.5,6.3,0.454,10.0,Developing
62.6,258.0,58.0,1.84,165.9304977,93.0,190.0,2.7,81.0,94.0,5.57,87.0,3.0,1229.114798,44826849.0,7.9,7.7,0.541,11.1,Developing
63.5,228.0,66.0,0.44,4.15451614,39.0,1329.0,15.7,90.0,92.0,1.97,82.0,0.5,219.8156688,487377.0,13.3,13.6,0.455,7.8,Developing
73.7,146.0,4.0,2.29,127.6377505,98.0,44.0,17.9,5.0,98.0,3.76,98.0,0.1,1644.816372,19668.0,15.4,15.5,0.725,13.2,Developing
76.2,118.0,8.0,7.93,847.3717463,94.0,1.0,62.2,9.0,92.0,4.79,94.0,0.1,12245.25645,42981515.0,1.0,0.9,0.825,17.3,Developing
73.0,193.0,4.0,3.51,22.35595448,87.0,0.0,43.5,5.0,89.0,5.26,87.0,0.4,143.6758,5175.0,2.2,2.1,0.57,10.4,Developing
51.1,527.0,4.0,2.71,154.8705998,93.0,2488.0,29.7,6.0,92.0,1.87,93.0,13.4,1173.26212,24551.0,7.2,7.0,0.464,10.9,Developing
72.2,151.0,0.0,1.8,423.2953509,9.0,0.0,68.6,0.0,91.0,4.87,9.0,0.1,2284.37858,146.0,0.1,0.1,0.693,14.6,Developing
51.7,566.0,2.0,6.37,629.8425643,92.0,5.0,32.7,3.0,96.0,5.62,96.0,20.6,5351.253732,1855852.0,1.0,9.9,0.593,11.9,Developing
72.5,147.0,0.0,1.08,4.783805563,84.0,0.0,72.1,0.0,86.0,4.67,84.0,0.1,37.846563,1364.0,0.1,0.1,0.703,14.5,Developing
82.1,63.0,1.0,9.62,4873.8188,97.0,3802.0,64.1,2.0,97.0,9.48,97.0,0.1,31834.21816,46742697.0,0.6,0.5,0.867,16.9,Developed
67.7,221.0,0.0,2.05,31.25834616,98.0,0.0,5.2,0.0,91.0,3.87,9.0,0.1,276.1338,811223.0,4.3,4.0,0.681,13.1,Developing
73.4,158.0,9.0,4.13,14.5887403,69.0,2.0,44.3,10.0,9.0,3.86,89.0,0.3,193.741571,12852755.0,1.6,1.5,0.67,12.4,Developing
79.3,74.0,1.0,2.47,1701.195787,98.0,2.0,59.2,1.0,91.0,7.49,9.0,0.1,18431.15696,657.0,1.1,1.1,0.855,15.3,Developing
65.0,271.0,2.0,2.91,122.1206485,98.0,26.0,43.0,2.0,98.0,4.68,99.0,0.1,1334.651896,255812.0,2.2,2.4,0.649,12.7,Developing
58.1,329.0,8.0,0.01,54.37396957,5.0,34.0,26.7,11.0,49.0,1.4,5.0,0.9,458.4651734,439737.0,6.7,6.5,0.426,9.9,Developing
83.0,81.0,0.0,11.96,331.457035,98.0,23.0,59.5,0.0,98.0,9.74,98.0,0.1,2577.4264,1514844.0,0.7,0.5,0.824,16.3,Developed
55.8,285.0,25.0,1.35,8.931827297,73.0,217.0,19.7,40.0,75.0,4.63,73.0,2.1,519.2922847,752555.0,9.1,9.0,0.416,7.7,Developing
52.2,513.0,4.0,0.01,168.1348992,95.0,179.0,3.8,6.0,93.0,11.14,95.0,9.0,1281.516,289928.0,6.4,6.2,0.479,11.0,Developing
72.4,148.0,0.0,1.79,503.5881956,89.0,0.0,7.1,0.0,89.0,5.61,88.0,0.1,2892.522663,11689.0,0.1,0.1,0.695,14.6,Developing
57.0,37.0,46.0,0.47,4.982900401,24.0,165.0,16.7,80.0,32.0,3.31,24.0,4.4,84.455939,1152786.0,9.6,9.5,0.343,6.3,Developing
79.8,82.0,3.0,11.5,7777.556353,86.0,567.0,58.5,3.0,95.0,1.18,96.0,0.1,41814.8191,82266372.0,1.1,1.1,0.898,16.6,Developed
68.4,21.0,0.0,5.67,312.7995946,96.0,0.0,42.6,0.0,95.0,4.53,96.0,1.5,3679.99523,26913.0,3.6,3.6,0.684,12.2,Developing
68.3,179.0,11.0,0.01,12.17952064,88.0,0.0,18.9,12.0,87.0,5.68,88.0,0.2,198.687123,152779.0,1.9,11.0,0.553,10.9,Developing
74.7,14.0,7.0,3.63,19.60467787,94.0,0.0,48.6,9.0,95.0,5.94,96.0,0.2,359.71886,1425453.0,1.4,1.3,0.696,12.9,Developing
54.3,32.0,47.0,4.73,64.24025208,76.0,125.0,14.6,86.0,94.0,6.58,86.0,2.0,422.6332374,13829177.0,1.0,9.6,0.325,4.7,Developing
75.0,134.0,7.0,3.95,367.9285652,9.0,0.0,5.7,8.0,88.0,5.9,91.0,0.1,4657.32361,1493469.0,1.3,1.2,0.703,13.1,Developing
74.2,134.0,12.0,4.22,448.7670462,94.0,0.0,49.5,15.0,94.0,4.47,94.0,0.4,3171.49856,27949944.0,1.2,1.2,0.693,13.0,Developing
72.0,142.0,1.0,2.9,32.75626853,55.0,15.0,47.1,1.0,96.0,6.25,93.0,0.1,622.7427477,369588.0,2.1,2.2,0.639,11.2,Developing
74.4,12.0,1.0,8.65,106.164686,94.0,44.0,49.9,1.0,88.0,8.17,98.0,0.1,2492.12878,482.0,2.7,2.9,0.722,12.5,Developing
81.7,66.0,1.0,10.62,7172.275229,94.0,104.0,63.4,1.0,92.0,9.5,92.0,0.1,42742.99898,216917.0,0.7,0.6,0.925,19.1,Developed
61.0,288.0,17.0,7.11,9.165614959,97.0,5.0,17.7,25.0,93.0,7.2,97.0,2.8,539.1538211,9977446.0,6.6,6.4,0.447,10.2,Developing
76.1,97.0,0.0,4.75,645.021302,9.0,22.0,52.6,0.0,9.0,9.64,9.0,0.1,4697.89732,3746561.0,2.7,2.7,0.716,13.3,Developing
73.7,13.0,1.0,2.1,618.3614858,75.0,213.0,6.2,1.0,74.0,8.91,75.0,0.1,5424.22356,3863267.0,4.7,4.6,0.0,14.2,Developing
89.0,66.0,2.0,8.98,4270.914882,96.0,599.0,57.6,3.0,97.0,8.49,94.0,0.1,31174.56118,57685327.0,0.5,0.5,0.846,15.6,Developed
71.0,177.0,0.0,4.6,336.3213326,88.0,0.0,25.3,0.0,88.0,3.78,88.0,0.1,3861.32414,1186873.0,8.1,8.1,0.667,12.1,Developing
74.2,148.0,0.0,0.01,115.2784282,97.0,0.0,32.8,0.0,98.0,4.81,97.0,0.1,1153.93822,126934.0,7.0,6.9,0.769,14.7,Developing
74.0,148.0,32.0,0.2,185.6366983,75.0,30328.0,55.2,39.0,78.0,4.65,78.0,0.1,3735.144836,29894652.0,5.4,5.1,0.643,10.3,Developing
58.2,252.0,50.0,0.12,5.883760536,7.0,372.0,17.3,95.0,75.0,6.36,7.0,0.9,348.151511,16425578.0,1.7,1.6,0.312,4.5,Developing
79.2,96.0,1.0,4.07,24.88720369,87.0,0.0,54.4,1.0,8.0,9.69,86.0,0.1,689.396224,4488263.0,1.9,1.8,0.747,13.1,Developing
80.0,72.0,2.0,9.25,2883.334911,95.0,9385.0,56.4,3.0,96.0,8.23,93.0,0.1,22196.5736,57597.0,0.5,0.5,0.836,15.2,Developed
46.0,66.0,39.0,1.04,5.670640102,93.0,184.0,15.9,62.0,94.0,8.2,93.0,22.4,28.3673842,1339711.0,7.4,7.2,0.371,9.7,Developing
71.1,193.0,11.0,2.16,457.7745845,88.0,0.0,47.9,14.0,88.0,6.28,88.0,0.4,3187.845296,14948919.0,1.2,1.2,0.609,10.5,Developing
72.1,174.0,6.0,5.93,857.1307037,74.0,0.0,55.8,7.0,85.0,4.26,85.0,0.4,5968.876767,115495.0,3.3,3.2,0.706,13.1,Developing
75.9,9.0,1.0,5.58,32.24655228,98.0,22.0,51.7,1.0,99.0,6.1,98.0,0.1,363.13685,29717.0,1.6,1.7,0.703,11.6,Developing
67.4,267.0,5.0,6.79,180.3537859,98.0,146.0,56.1,6.0,99.0,6.61,99.0,1.0,1367.352433,474516.0,2.7,2.8,0.7,14.6,Developing
77.0,196.0,12.0,2.14,443.3248254,94.0,0.0,47.2,14.0,94.0,6.64,94.0,0.4,2825.5247,1463417.0,1.3,1.3,0.602,10.5,Developing
73.5,19.0,4.0,1.17,262.8184944,93.0,98.0,49.7,5.0,96.0,5.32,96.0,0.1,2346.5937,9864326.0,6.5,6.4,0.662,13.3,Developing
65.6,199.0,16.0,2.24,53.10009046,91.0,4211.0,15.3,18.0,91.0,5.55,91.0,0.7,745.7877873,138859.0,11.2,11.4,0.511,10.5,Developing
58.8,279.0,74.0,0.01,79.67936736,66.0,1989.0,16.7,102.0,66.0,9.2,66.0,0.1,553.32894,2883167.0,18.4,18.4,0.448,9.2,Developing
58.5,343.0,7.0,0.83,0.703132179,86.0,460.0,13.1,10.0,92.0,4.2,9.0,1.9,21.7687981,3614639.0,9.9,9.9,0.0,4.4,Developing
52.1,518.0,4.0,0.01,153.3443147,93.0,516.0,31.4,6.0,9.0,11.7,93.0,9.6,1196.1335,2117361.0,6.1,5.9,0.484,11.1,Developing
79.3,86.0,0.0,12.1,5316.877456,83.0,15.0,52.2,0.0,83.0,1.56,83.0,0.1,36693.4262,8171966.0,1.7,1.9,0.841,14.7,Developed
79.4,8.0,0.0,9.67,3632.243121,95.0,2.0,61.8,0.0,99.0,9.41,99.0,0.1,28827.32636,1148473.0,0.8,0.7,0.855,16.4,Developing
81.4,55.0,0.0,8.49,409.6000248,9.0,0.0,69.2,0.0,99.0,9.75,99.0,0.1,2618.92599,427364.0,0.8,0.8,0.847,14.3,Developed
71.7,115.0,490.0,3.06,17.46057369,6.0,71093.0,2.5,608.0,86.0,4.6,85.0,0.1,959.372181,1262645.0,5.9,5.1,0.583,9.5,Developing
75.2,91.0,215.0,5.63,91.26749779,99.0,9943.0,29.0,251.0,99.0,5.3,99.0,0.1,5633.79616,134413.0,4.1,3.5,0.7,12.8,Developing
54.8,491.0,2.0,6.45,76.31867911,93.0,6.0,33.2,3.0,96.0,4.93,96.0,14.4,5374.554867,1884238.0,9.6,9.4,0.61,11.9,Developing
46.0,699.0,2.0,6.41,6.3300072,88.0,7.0,31.1,4.0,97.0,6.47,97.0,34.6,355.618382,1779953.0,11.4,11.3,0.558,11.9,Developing
48.5,559.0,37.0,1.18,4.269511381,87.0,143.0,16.6,59.0,88.0,9.31,87.0,19.3,32.2227274,1384969.0,7.1,7.0,0.387,9.7,Developing
72.4,124.0,0.0,4.45,339.9777364,98.0,0.0,26.8,0.0,99.0,4.24,99.0,0.4,3444.5566,496963.0,7.6,7.6,0.621,12.4,Developing
65.0,211.0,0.0,0.68,188.7108773,96.0,0.0,73.4,0.0,93.0,13.66,94.0,0.1,1357.632211,96311.0,0.2,0.1,0.574,11.8,Developing
78.0,1.0,1.0,4.04,1070.268999,86.0,1.0,48.3,1.0,88.0,8.45,88.0,0.1,4167.71417,4125971.0,2.2,2.1,0.715,12.1,Developing
69.9,146.0,24.0,0.58,88.16506179,9.0,10841.0,47.3,28.0,91.0,5.25,91.0,0.1,1721.973863,29843937.0,6.6,6.4,0.551,9.3,Developing
75.0,127.0,46.0,4.88,781.2062828,98.0,44.0,54.9,55.0,98.0,6.2,98.0,0.1,6751.998987,1564453.0,1.9,1.8,0.708,11.9,Developing
65.0,212.0,0.0,0.76,18.19457876,88.0,0.0,72.8,0.0,86.0,1.93,86.0,0.1,1151.555618,9426.0,0.2,0.1,0.576,12.1,Developing
73.2,163.0,3.0,3.36,292.753101,98.0,0.0,49.4,3.0,99.0,6.82,98.0,0.2,1464.497754,5666581.0,1.9,1.8,0.613,11.3,Developing
82.6,58.0,1.0,0.01,42.98847625,96.0,154.0,66.0,1.0,97.0,9.3,97.0,0.1,296.47225,4648882.0,0.6,0.5,0.877,17.6,Developed
73.0,121.0,2.0,2.76,57.10318825,61.0,35.0,46.5,2.0,83.0,7.82,87.0,0.1,733.974142,43864.0,3.0,3.1,0.673,11.7,Developing
75.3,144.0,2.0,10.9,14.3042452,98.0,40.0,56.6,3.0,99.0,6.28,99.0,0.1,1126.31852,381256.0,2.2,2.4,0.808,15.0,Developed
65.2,24.0,1.0,7.04,170.6325842,93.0,0.0,39.6,1.0,92.0,4.67,93.0,1.1,1945.6395,74961.0,5.7,5.5,0.622,11.7,Developing
72.0,232.0,0.0,17.31,846.9113071,98.0,50.0,59.9,1.0,98.0,4.92,98.0,0.1,6519.71753,9473172.0,2.0,2.1,0.787,15.5,Developing
63.3,241.0,150.0,1.84,86.82551124,69.0,4347.0,16.4,221.0,7.0,5.77,69.0,1.2,468.567249,92444183.0,1.7,1.5,0.422,8.4,Developing
64.8,175.0,371.0,0.03,0.697215581,78.0,863.0,21.3,460.0,7.0,2.94,71.0,0.1,16.63999,1674958.0,2.5,2.9,0.514,7.3,Developing
81.1,57.0,0.0,8.58,374.2947283,94.0,0.0,68.8,0.0,99.0,9.89,99.0,0.1,2393.1888,423374.0,0.8,0.7,0.828,14.2,Developed
61.3,236.0,23.0,0.34,10.43022617,89.0,3.0,19.9,38.0,89.0,5.44,89.0,0.7,89.838296,11556763.0,11.2,11.1,0.422,6.6,Developing
59.4,287.0,14.0,0.01,48.73047089,84.0,564.0,23.1,20.0,84.0,5.12,84.0,1.5,579.43485,742948.0,6.8,6.6,0.47,12.0,Developing
72.1,186.0,0.0,11.15,562.3601848,99.0,0.0,28.1,0.0,99.0,4.21,99.0,0.1,8331.261997,83723.0,6.1,6.6,0.712,12.1,Developing
52.2,366.0,46.0,0.64,76.52382535,39.0,226.0,18.2,78.0,46.0,3.42,39.0,3.1,986.13177,13133589.0,8.8,8.7,0.387,7.3,Developing
