id,Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status
11,0.39848197343453506,0.40166204986149584,0.04722222222222222,0.0005599104143337066,7.128614132351292e-05,0.006107935131466706,0.17345597897503287,0.0472,0.5729166666666666,0.5941512125534948,0.5773195876288659,0.0,0.6956521739130435,0.6807017543859648,0.4190476190476191,0.3816425120772947,0
12,0.3927893738140418,0.40443213296398894,0.04833333333333333,0.0005599104143337066,0.0007852225788410546,0.002196217416098368,0.16819973718791068,0.048,0.02083333333333333,0.600570613409415,0.03092783505154639,0.0,0.7028985507246377,0.687719298245614,0.40317460317460324,0.32850241545893716,0
13,0.3870967741935485,0.407202216066482,0.04833333333333333,0.0,0.0005692558032094685,0.003760904502245703,0.16294349540078845,0.0488,0.3958333333333333,0.6027104136947218,0.4020618556701031,0.0,0.7101449275362318,0.6947368421052631,0.3947089947089948,0.3140096618357488,0
14,0.37760910815939286,0.0027700831024930752,0.04888888888888889,0.0,0.0008669110644901945,0.011716301494464685,0.15768725361366626,0.0488,0.34375,0.5271041369472181,0.3505154639175258,0.0,0.717391304347826,0.0736842105263158,0.3608465608465609,0.2995169082125604,0
15,0.36053130929791277,0.4362880886426593,0.04888888888888889,0.0,0.000542852986795457,0.04129454291814142,0.15243101182654403,0.0488,0.3333333333333333,0.5299572039942937,0.3195876288659794,0.0,0.07246376811594203,0.08070175438596491,0.3597883597883599,0.28502415458937197,0
16,0.35104364326375714,0.44321329639889195,0.04888888888888889,0.0,0.0005351646459549824,0.03078474712865781,0.1471747700394218,0.0488,0.21875,0.5584878744650498,0.2268041237113402,0.0,0.07971014492753623,0.08421052631578947,0.35767195767195775,0.26570048309178745,0
17,0.7874762808349145,0.10110803324099724,0.0,0.25699888017917133,0.018735979711152293,0.0,0.7490144546649147,0.0,1.0,0.40156918687589155,0.9999999999999999,0.0,0.03985507246376811,0.042105263157894736,0.8063492063492065,0.6859903381642511,0
18,0.7817836812144212,0.009695290858725761,0.0,0.251959686450168,0.02200980555681279,0.0,0.7385019710906703,0.0004,0.9895833333333333,0.3930099857346647,0.9896907216494845,0.0,0.03985507246376811,0.042105263157894736,0.8052910052910054,0.6859903381642511,0
19,0.7760910815939279,0.1149584487534626,0.0,0.26595744680851063,0.022119041766021648,0.0,0.7293035479632064,0.0004,1.0,0.3773181169757489,0.9999999999999999,0.0,0.043478260869565216,0.045614035087719294,0.8031746031746033,0.6859903381642511,0
20,0.7703984819734346,0.11772853185595568,0.0,0.28723404255319146,0.021172752965073646,4.241621619074101e-05,0.7201051248357425,0.0004,1.0,0.37232524964336655,0.9999999999999999,0.0,0.043478260869565216,0.045614035087719294,0.7957671957671959,0.6859903381642511,0
21,0.7647058823529411,0.12049861495844875,0.0,0.30011198208286677,0.022436554577364428,0.00013196156148230539,0.7109067017082786,0.0004,1.0,0.3808844507845934,0.9999999999999999,0.0,0.04710144927536231,0.04912280701754386,0.7809523809523811,0.6425120772946861,0
22,0.7571157495256167,0.12465373961218836,0.0005555555555555556,0.2950727883538634,0.0021469685298022767,4.712912910082335e-05,0.7003942181340342,0.0004,1.0,0.35449358059914404,0.9999999999999999,0.0,0.04710144927536231,0.04912280701754386,0.7671957671957673,0.6038647342995169,0
23,0.7552182163187855,0.12465373961218836,0.0005555555555555556,0.3236282194848824,0.017867429722901087,0.0,0.6898817345597898,0.0004,0.9895833333333333,0.38659058487874465,0.9896907216494845,0.0,0.050724637681159424,0.052631578947368425,0.7629629629629631,0.5893719806763285,0
24,0.7400379506641366,0.0,0.0005555555555555556,0.3135498320268757,0.0018799915103926903,0.0,0.6780551905387648,0.0004,1.0,0.39229671897289586,0.9999999999999999,0.0,0.05434782608695653,0.052631578947368425,0.7544973544973546,0.5797101449275363,0
25,0.7514231499051234,0.0110803324099723,0.0005555555555555556,0.31187010078387456,0.0016553746713843535,0.00010368408402181136,0.6662286465177399,0.0004,1.0,0.40870185449358054,0.9896907216494845,0.0,0.05434782608695653,0.056140350877192984,0.743915343915344,0.5603864734299516,0
26,0.7191650853889944,0.13573407202216067,0.0005555555555555556,0.2967525195968645,0.00016951587184332198,0.00032047807788559876,0.0630749014454665,0.0004,0.9791666666666665,0.39158345221112695,0.979381443298969,0.0,0.057971014492753624,0.05964912280701755,0.7365079365079366,0.5507246376811594,0
27,0.7058823529411764,0.019390581717451522,0.0005555555555555556,0.2883538633818589,0.00138569013917615,2.8277477460494007e-05,0.6425755584756899,0.0004,0.9791666666666665,0.4101283880171184,0.9896907216494845,0.0,0.06159420289855072,0.05964912280701755,0.724867724867725,0.5217391304347826,0
28,0.6963946869070208,0.0221606648199446,0.0005555555555555556,0.2536394176931691,0.011388285760296631,3.2990390370576346e-05,0.6294349540078844,0.0004,0.9895833333333333,0.4286733238231098,0.979381443298969,0.0,0.06159420289855072,0.06315789473684211,0.7206349206349209,0.5265700483091788,0
29,0.6925996204933587,0.023545706371191136,0.0005555555555555556,0.23964165733482645,0.0007556137376128474,3.770330328065868e-05,0.6162943495400789,0.0004,0.9791666666666665,0.42082738944365183,0.979381443298969,0.0,0.06521739130434782,0.06666666666666667,0.7132275132275134,0.5169082125603864,0
30,0.7020872865275143,0.019390581717451522,0.0005555555555555556,0.20828667413213886,0.005365369093684506,7.540660656131736e-05,0.6031537450722734,0.0004,0.9895833333333333,0.4229671897289586,0.9896907216494845,0.0,0.06884057971014493,0.07017543859649122,0.7089947089947092,0.5169082125603864,0
31,0.7077798861480076,0.018005540166204984,0.0005555555555555556,0.2374020156774916,0.00493870674087725,8.483243238148202e-05,0.5913272010512484,0.0004,0.9791666666666665,0.40156918687589155,0.979381443298969,0.0,0.07246376811594203,0.07017543859649122,0.7005291005291007,0.5120772946859903,0
32,0.6888045540796963,0.013850415512465374,0.0005555555555555556,0.20436730123180294,0.0047080059887397,0.0031199483464745058,0.5781865965834428,0.0004,0.9791666666666665,0.420114122681883,0.979381443298969,0.0,0.07246376811594203,0.0736842105263158,0.6941798941798943,0.5169082125603864,0
34,0.7419354838709677,0.013850415512465374,0.011666666666666667,0.0,0.0027842692197924197,0.0,0.7542706964520368,0.009600000000000001,0.9583333333333333,0.48787446504992865,0.9587628865979381,0.0,0.21376811594202902,0.19999999999999998,0.7841269841269842,0.6956521739130435,0
35,0.7400379506641366,0.15373961218836565,0.011666666666666667,0.02911534154535275,0.027949343616143853,0.00011782282275205837,0.7385019710906703,0.009600000000000001,0.9583333333333333,0.4814550641940086,0.9587628865979381,0.0,0.21014492753623193,0.19999999999999998,0.77989417989418,0.6956521739130435,0
36,0.7362428842504742,0.1551246537396122,0.011666666666666667,0.03639417693169093,0.028538429461590357,8.483243238148202e-05,0.7240473061760841,0.009600000000000001,0.9583333333333333,0.41155492154065615,0.9587628865979381,0.0,0.21014492753623193,0.19999999999999998,0.7746031746031747,0.6956521739130435,0
37,0.7324478178368123,0.1592797783933518,0.011666666666666667,0.03079507278835387,0.026129586760481202,0.0005278462459292215,0.7095926412614981,0.009600000000000001,0.9583333333333333,0.3509272467902996,0.9587628865979381,0.0,0.21014492753623193,0.19999999999999998,0.7661375661375662,0.6763285024154589,0
38,0.72865275142315,0.16343490304709143,0.011666666666666667,0.024636058230683093,0.02211085936749792,0.00048543002973848047,0.695137976346912,0.009600000000000001,0.9583333333333333,0.3388017118402282,0.9587628865979381,0.0,0.21014492753623193,0.19999999999999998,0.7555555555555556,0.6570048309178743,0
39,0.7229601518026567,0.1689750692520776,0.011111111111111112,0.027435610302351626,0.018073164239578395,0.0005042816813788098,0.680683311432326,0.0092,0.9479166666666666,0.3559201141226819,0.9587628865979381,0.0,0.21376811594202902,0.20350877192982456,0.7460317460317462,0.6328502415458936,0
40,0.717267552182163,0.1731301939058172,0.011111111111111112,0.0251959686450168,0.0022118772509153086,0.0010227021014878666,0.6675427069645203,0.0092,0.9270833333333333,0.2731811697574893,0.9381443298969072,0.0,0.21376811594202902,0.20350877192982456,0.7375661375661376,0.608695652173913,0
41,0.7115749525616697,0.1772853185595568,0.011111111111111112,0.024076147816349387,0.016443807883376738,0.0,0.0630749014454665,0.0092,0.9583333333333333,0.24607703281027096,0.9587628865979381,0.0,0.21376811594202902,0.20350877192982456,0.7301587301587302,0.5942028985507246,0
42,0.7039848197343455,0.18144044321329642,0.011111111111111112,0.01959686450167973,0.013872762957572784,0.004448989787117724,0.6412614980289093,0.0092,0.9583333333333333,0.21326676176890152,0.9587628865979381,0.0,0.21739130434782608,0.2070175438596491,0.7259259259259261,0.5942028985507246,0
43,0.6944971537001898,0.18698060941828257,0.010555555555555556,0.027435610302351626,0.0001308487845854245,0.010849125519009534,0.6294349540078844,0.0088,0.8854166666666666,0.20470756062767473,0.8865979381443299,0.0,0.21739130434782608,0.2070175438596491,0.7195767195767198,0.5797101449275363,0
44,0.683111954459203,0.018005540166204984,0.010555555555555556,0.024636058230683093,0.011313896254378333,0.015500770561260799,0.6162943495400789,0.0092,0.8645833333333333,0.22610556348074176,0.8659793814432989,0.0,0.22101449275362323,0.21052631578947364,0.7121693121693123,0.5652173913043478,0
45,0.6717267552182165,0.20083102493074795,0.011111111111111112,0.01847704367301232,0.0012843242362124867,0.07245632307960581,0.6044678055190539,0.0092,0.875,0.2303851640513552,0.8762886597938144,0.0,0.22463768115942032,0.21052631578947364,0.7015873015873018,0.5555555555555556,0
46,0.6698292220113851,0.1994459833795014,0.011111111111111112,0.01959686450167973,0.00762385308893093,0.027627095478902648,0.592641261498029,0.0092,0.8645833333333333,0.23965763195435089,0.8659793814432989,0.0,0.22463768115942032,0.21403508771929822,0.6910052910052912,0.536231884057971,0
47,0.6660341555977232,0.1994459833795014,0.011111111111111112,0.012318029115341547,0.007596855384294015,0.012658884076481152,0.5821287779237845,0.009600000000000001,0.8958333333333333,0.2475035663338088,0.8969072164948453,0.0,0.22826086956521743,0.2175438596491228,0.6814814814814816,0.5265700483091788,0
48,0.6641366223908918,0.1994459833795014,0.011666666666666667,0.01343784994400896,0.007928985854366513,0.0,0.5703022339027596,0.01,0.8645833333333333,0.22253922967189727,0.8659793814432989,0.0,0.23188405797101452,0.22105263157894736,0.6730158730158732,0.5169082125603864,0
50,0.29222011385199254,0.4806094182825485,0.03722222222222222,0.4658454647256439,0.0012302731388009619,0.05513636813505324,0.2851511169513798,0.040400000000000005,0.6770833333333333,0.20970042796005703,0.6391752577319587,0.03762376237623762,0.30434782608695654,0.28771929824561404,0.5576719576719578,0.5507246376811594,0
51,0.28083491461100574,0.4903047091412743,0.03833333333333333,0.4529675251959686,0.0018459310036879576,0.040168156732631737,0.2772667542706965,0.042,0.6666666666666666,0.2774607703281027,0.7731958762886597,0.04356435643564356,0.3079710144927536,0.29473684210526313,0.5534391534391535,0.5507246376811594,0
52,0.3738140417457305,0.49445983379501385,0.04,0.46080627099664057,0.01314803318555715,0.02101016575314705,0.26938239159001315,0.044000000000000004,0.75,0.2089871611982881,0.7525773195876289,0.04950495049504951,0.31521739130434784,0.2982456140350877,0.5375661375661377,0.497584541062802,0
53,0.27893738140417457,0.4986149584487535,0.041666666666666664,0.45072788353863386,0.01231480906601506,0.0068290108067093035,0.2628120893561104,0.046,0.7291666666666666,0.21469329529243933,0.7113402061855669,0.047524752475247525,0.31884057971014496,0.30526315789473685,0.5238095238095238,0.45410628019323673,0
54,0.25237191650853896,0.5041551246537396,0.043333333333333335,0.43617021276595747,0.009838532357693794,0.005608366362997978,0.01839684625492773,0.048400000000000006,0.8125,0.21540656205420824,0.7731958762886597,0.047524752475247525,0.32608695652173914,0.31228070175438594,0.5164021164021164,0.43478260869565216,0
55,0.24288425047438333,0.5096952908587258,0.045,0.3919372900335946,0.010930384940283618,0.013229146538601114,0.2470433639947438,0.050800000000000005,0.625,0.28530670470756064,0.04123711340206186,0.047524752475247525,0.33333333333333337,0.319298245614035,0.507936507936508,0.4106280193236715,0
56,0.23529411764705888,0.5124653739612188,0.04666666666666667,0.3952967525195969,0.012829123704632663,0.0012489219211718188,0.24047306176084104,0.053200000000000004,0.6458333333333333,0.2475035663338088,0.6907216494845361,0.04950495049504951,0.34057971014492755,0.32631578947368417,0.49523809523809537,0.3913043478260869,0
57,0.22580645161290336,0.518005540166205,0.04833333333333333,0.35498320268756994,0.009487791746710087,0.004778893690823487,0.23390275952693826,0.055200000000000006,0.75,0.21469329529243933,0.7319587628865979,0.04950495049504951,0.3442028985507246,0.3333333333333333,0.48042328042328053,0.3719806763285024,0
58,0.21631878557874773,0.5263157894736842,0.05,0.32642777155655095,0.0012878337819110875,0.0036053783762129863,0.22601839684625494,0.0572,0.34375,0.29743223965763194,0.32989690721649484,0.047524752475247525,0.35144927536231885,0.33684210526315783,0.4645502645502646,0.34782608695652173,0
59,0.21062618595825422,0.5277008310249308,0.051111111111111114,0.28163493840985443,0.005040651781992351,0.0012159315308012423,0.21944809461235218,0.0592,0.375,0.26604850213980025,0.3711340206185567,0.04950495049504951,0.03260869565217391,0.343859649122807,0.45079365079365086,0.32850241545893716,0
60,0.20493358633776093,0.5332409972299169,0.052222222222222225,0.19708846584546472,0.00045517544830379235,0.00013667447439238772,0.21287779237844942,0.0608,0.010416666666666664,0.30955777460770323,0.020618556701030927,0.047524752475247525,0.03985507246376811,0.03508771929824562,0.4391534391534392,0.3091787439613527,0
61,0.19924098671726753,0.53601108033241,0.05277777777777778,0.19484882418812993,0.001844643442404203,0.005636643840458472,0.20762155059132723,0.062,0.010416666666666664,0.28815977175463625,0.020618556701030927,0.04554455445544554,0.04710144927536231,0.042105263157894736,0.42962962962962975,0.28502415458937197,0
62,0.19354838709677424,0.5401662049861496,0.05333333333333333,0.15733482642777155,0.0012339861946632313,0.05629574471093349,0.20105124835742447,0.06280000000000001,0.35416666666666663,0.23252496433666184,0.4020618556701031,0.04356435643564356,0.050724637681159424,0.04912280701754386,0.4243386243386244,0.26570048309178745,0
63,0.17836812144212533,0.05955678670360111,0.05388888888888889,0.14389697648376262,0.0015585253710501822,0.0426330101846048,0.1944809461235217,0.0636,0.3958333333333333,0.35734664764621965,0.3711340206185567,0.039603960396039604,0.057971014492753624,0.056140350877192984,0.4137566137566138,0.24637681159420288,0
64,0.17077798861480076,0.06509695290858726,0.05388888888888889,0.10302351623740202,0.0008152753902562497,0.0104579537474727,0.18922470433639949,0.064,0.0,0.17261055634807415,0.26804123711340205,0.03762376237623762,0.06521739130434782,0.06315789473684211,0.4042328042328043,0.2222222222222222,0
66,0.7571157495256167,0.18005540166204986,0.0,0.4787234042553192,0.12438453636289369,0.0,0.6044678055190539,0.0,0.96875,0.3687589158345221,0.9999999999999999,0.0019801980198019802,0.11594202898550725,0.11228070175438595,0.8275132275132276,0.6714975845410628,0
67,0.7552182163187855,0.18282548476454294,0.0,0.4798432250839866,0.10222994908137574,0.0,0.5965834428383706,0.0,0.9895833333333333,0.3537803138373752,0.9999999999999999,0.0019801980198019802,0.11594202898550725,0.11228070175438595,0.8264550264550267,0.6714975845410628,0
68,0.7514231499051234,0.1842105263157895,0.0,0.4574468085106383,0.11068991919311898,0.0,0.5873850197109068,0.0,0.9791666666666665,0.3580599144079885,0.9896907216494845,0.0019801980198019802,0.11594202898550725,0.11228070175438595,0.8232804232804234,0.6666666666666667,0
69,0.7476280834914613,0.18698060941828257,0.0,0.4384098544232923,0.09296116698344711,0.0,0.5795006570302235,0.0,1.0,0.37660485021398005,0.9999999999999999,0.0,0.11594202898550725,0.11228070175438595,0.8275132275132276,0.6811594202898551,0
70,0.7457305502846299,0.18975069252077564,0.0,0.4384098544232923,0.10184630078000646,0.0,0.5703022339027596,0.0,1.0,0.37517831669044216,0.9896907216494845,0.0,0.11594202898550725,0.11228070175438595,0.8285714285714287,0.6811594202898551,0
71,0.7419354838709677,0.018005540166204984,0.0,0.43729003359462487,0.007667321006904712,0.0,0.5624178712220762,0.0,0.9895833333333333,0.3202567760342368,0.9999999999999999,0.0,0.11956521739130435,0.11228070175438595,0.833862433862434,0.6859903381642511,0
72,0.7381404174573056,0.1952908587257618,0.0,0.46248600223964165,0.00928013807861421,0.0,0.5545335085413929,0.0,1.0,0.3081312410841655,0.9999999999999999,0.0,0.11956521739130435,0.11228070175438595,0.8317460317460319,0.6956521739130435,0
73,0.7343453510436433,0.19806094182825487,0.0,0.48320268756998885,0.013242695139723993,0.0,0.5466491458607097,0.0,0.9895833333333333,0.27817403708987154,0.9999999999999999,0.0,0.11956521739130435,0.11228070175438595,0.8264550264550267,0.7004830917874396,0
74,0.730550284629981,0.1994459833795014,0.0,0.49944008958566627,0.011104500802198455,0.0,0.5387647831800263,0.0,1.0,0.2831669044222539,0.9999999999999999,0.0,0.11956521739130435,0.11578947368421053,0.8179894179894182,0.7101449275362318,0
75,0.7267552182163186,0.20221606648199447,0.0,0.4557670772676372,0.07472355188987431,0.0,0.530880420499343,0.0,0.9895833333333333,0.28815977175463625,0.9999999999999999,0.0,0.12318840579710146,0.11578947368421053,0.0,0.0,0
76,0.7229601518026567,0.20498614958448755,0.0,0.40705487122060474,0.0011736681622448082,0.0,0.04993429697766098,0.0,0.9791666666666665,0.27389443651925816,0.979381443298969,0.0,0.12318840579710146,0.11578947368421053,0.0,0.0,0
77,0.7191650853889944,0.20775623268698062,0.0,0.40033594624860025,0.05944920501618231,0.0,0.04073587385019711,0.0,1.0,0.2967189728958631,0.9999999999999999,0.0,0.12318840579710146,0.11929824561403508,0.0,0.0,0
78,0.715370018975332,0.2105263157894737,0.0,0.40313549832026874,0.047608408296057975,0.0,0.5059132720105125,0.0,0.9375,0.28815977175463625,0.9896907216494845,0.0,0.12681159420289856,0.11929824561403508,0.0,0.0,0
79,0.7115749525616697,0.21191135734072022,0.0,0.41993281075027994,0.008407004152725722,0.0,0.49802890932982924,0.0,1.0,0.29315263908701855,0.979381443298969,0.0,0.12681159420289856,0.11929824561403508,0.0,0.0,0
80,0.7077798861480076,0.2146814404432133,0.0,0.40649496080627096,0.057892637943032225,0.0,0.48883048620236536,0.0,0.96875,0.26818830242510694,0.9587628865979381,0.0,0.13043478260869568,0.12280701754385966,0.0,0.0,0
82,0.7571157495256167,0.16204986149584488,0.0044444444444444444,0.44344904815229563,0.04349977367787451,4.712912910082335e-06,0.8042049934296979,0.0036000000000000003,0.9270833333333333,0.3152639087018545,0.9484536082474226,0.0,0.03260869565217391,0.028070175438596492,0.8730158730158731,0.8357487922705314,0
83,0.7533206831119545,0.16343490304709143,0.0044444444444444444,0.4630459126539753,0.05142714977647683,0.0,0.7963206307490145,0.004,1.0,0.32952924393723254,0.9484536082474226,0.0,0.03260869565217391,0.028070175438596492,0.870899470899471,0.8357487922705314,0
84,0.7514231499051234,0.015235457063711912,0.005,0.46696528555431127,0.058191126617745476,9.42582582016467e-06,0.7884362680683312,0.004,1.0,0.34450784593437944,0.9175257731958762,0.0,0.03260869565217391,0.028070175438596492,0.86984126984127,0.8309178743961352,0
85,0.7476280834914613,0.015235457063711912,0.005,0.45352743561030234,0.07722465543569271,1.4138738730247004e-05,0.07095926412614982,0.004,0.9375,0.3937232524964336,0.9175257731958762,0.0,0.03260869565217391,0.028070175438596492,0.8634920634920635,0.8260869565217391,0
86,0.7438330170777989,0.1662049861495845,0.005555555555555556,0.4557670772676372,0.009630996215798538,8.011951947139969e-05,0.7726675427069646,0.0044,0.9583333333333333,0.4407988587731811,0.9484536082474226,0.0,0.03260869565217391,0.028070175438596492,0.8486772486772488,0.8115942028985508,0
87,0.7457305502846299,0.1731301939058172,0.005555555555555556,0.4658454647256439,0.071768427444112,1.4138738730247004e-05,0.7647831800262813,0.0044,0.9791666666666665,0.5178316690442224,0.9484536082474226,0.0,0.03260869565217391,0.028070175438596492,0.8402116402116404,0.7971014492753623,0
88,0.7419354838709677,0.1731301939058172,0.005555555555555556,0.47032474804031354,0.07257401667440112,0.0,0.7568988173455979,0.0044,0.9479166666666666,0.44864479315263905,0.9381443298969072,0.0,0.03260869565217391,0.028070175438596492,0.8380952380952382,0.7874396135265701,0
89,0.730550284629981,0.1772853185595568,0.005555555555555556,0.4563269876819709,0.05675893469826683,0.0,0.7490144546649147,0.0048000000000000004,0.9270833333333333,0.43651925820256776,0.9175257731958762,0.0,0.036231884057971016,0.028070175438596492,0.833862433862434,0.7874396135265701,0
90,0.7381404174573056,0.17451523545706374,0.006111111111111111,0.4333706606942889,0.04934198300502453,0.0,0.7424441524310119,0.0048000000000000004,0.9270833333333333,0.45007132667617683,0.9175257731958762,0.0,0.036231884057971016,0.028070175438596492,0.8275132275132276,0.7777777777777778,0
91,0.7324478178368123,0.17451523545706374,0.006111111111111111,0.4210526315789474,0.004936702805193068,0.0,0.7345597897503285,0.0048000000000000004,0.9583333333333333,0.4621968616262481,0.9896907216494845,0.0,0.036231884057971016,0.031578947368421054,0.8253968253968256,0.7874396135265701,0
92,0.72865275142315,0.01662049861495845,0.006111111111111111,0.42665173572228443,0.03692862647953257,0.0,0.7266754270696453,0.0048000000000000004,0.9166666666666666,0.46148359486447926,0.9896907216494845,0.0,0.036231884057971016,0.031578947368421054,0.8201058201058202,0.7874396135265701,0
93,0.717267552182163,0.1883656509695291,0.006111111111111111,0.42609182530795076,0.0029561054830679495,0.0,0.718791064388962,0.005200000000000001,0.9583333333333333,0.5599144079885877,0.9690721649484536,0.0,0.03985507246376811,0.031578947368421054,0.814814814814815,0.7922705314009661,0
94,0.717267552182163,0.18975069252077564,0.006666666666666666,0.43673012318029114,0.024137014782892027,0.0,0.7109067017082786,0.005200000000000001,0.9479166666666666,0.5663338088445078,0.9381443298969072,0.0,0.03985507246376811,0.031578947368421054,0.8211640211640213,0.7874396135265701,0
95,0.715370018975332,0.18975069252077564,0.006666666666666666,0.4339305711086226,0.0063148575600749345,0.0,0.7043363994743759,0.005200000000000001,0.8541666666666666,0.6426533523537803,0.8350515463917525,0.0,0.03985507246376811,0.03508771929824562,0.815873015873016,0.7536231884057971,0
96,0.717267552182163,0.1883656509695291,0.006666666666666666,0.429451287793953,0.06925212542070668,2.8277477460494007e-05,0.6964520367936926,0.0056,0.8854166666666666,0.6305278174037089,0.8350515463917525,0.0,0.03985507246376811,0.03508771929824562,0.8084656084656086,0.7246376811594203,0
98,0.7267552182163186,0.015235457063711912,0.0005555555555555556,0.2183650615901456,0.015175054190094447,6.126786783107035e-05,0.6977660972404731,0.0004,0.9583333333333333,0.29315263908701855,0.9381443298969072,0.0,0.07246376811594203,0.07017543859649122,0.7820105820105822,0.6135265700483091,0
99,0.7229601518026567,0.1689750692520776,0.0005555555555555556,0.2116461366181411,0.014344473773513184,4.712912910082335e-05,0.6872536136662287,0.0004,0.96875,0.2981455064194008,0.9587628865979381,0.0,0.07246376811594203,0.07017543859649122,0.778835978835979,0.6135265700483091,0
100,0.7229601518026567,0.1662049861495845,0.0005555555555555556,0.2172452407614782,0.014073611014706243,0.0,0.6780551905387648,0.0004,0.96875,0.29315263908701855,0.9587628865979381,0.0,0.06884057971014493,0.07017543859649122,0.7746031746031747,0.6135265700483091,0
101,0.7134724857685011,0.17590027700831026,0.0005555555555555556,0.2284434490481523,0.013398232385511322,0.0,0.668856767411301,0.0004,0.96875,0.23823109843081305,0.9587628865979381,0.0,0.06884057971014493,0.07017543859649122,0.7714285714285716,0.6135265700483091,0
102,0.7058823529411764,0.18144044321329642,0.0005555555555555556,0.23628219484882423,0.011515514335539637,9.42582582016467e-06,0.6596583442838372,0.0004,0.96875,0.2988587731811697,0.9484536082474226,0.0,0.06884057971014493,0.07017543859649122,0.761904761904762,0.5942028985507246,0
103,0.7020872865275143,0.1883656509695291,0.0005555555555555556,0.2211646136618141,0.010327846970143413,0.0,0.06176084099868595,0.0004,0.9479166666666666,0.2981455064194008,0.9381443298969072,0.0,0.06884057971014493,0.07017543859649122,0.7671957671957673,0.5748792270531401,0
104,0.7001897533206831,0.018005540166204984,0.0005555555555555556,0.2211646136618141,0.00014830138646609598,0.0,0.05387647831800263,0.0004,0.9166666666666666,0.2446504992867332,0.8969072164948453,0.0,0.06884057971014493,0.07017543859649122,0.7629629629629631,0.5942028985507246,0
105,0.7058823529411764,0.18144044321329642,0.0005555555555555556,0.22284434490481525,0.002288110980807474,4.712912910082335e-06,0.6399474375821289,0.0004,0.0625,0.28102710413694715,0.8865979381443299,0.0,0.06884057971014493,0.07017543859649122,0.7481481481481482,0.5652173913043478,0
106,0.6944971537001898,0.19390581717451524,0.0005555555555555556,0.22396416573348266,0.0125532025809844,0.0006456690686812798,0.6333771353482262,0.0004,0.875,0.30028530670470754,0.8762886597938144,0.0,0.06884057971014493,0.07017543859649122,0.7322751322751323,0.5410628019323671,0
