Life expectancy ,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Measles , BMI ,under-five deaths ,Polio,Total expenditure,Diphtheria , HIV/AIDS, thinness  1-19 years, thinness 5-9 years,Income composition of resources,Schooling,Status
56.7,375.0,61.0,0.01,54.91159475,9.0,22.2,84.0,79.0,6.98,79.0,4.1,3.6,3.5,0.409,9.1,0
62.9,222.0,1800.0,1.0,19.00340606,51780.0,11.8,2400.0,58.0,4.5,59.0,0.3,27.5,28.5,0.494,8.3,0
63.2,231.0,69.0,0.4,3.824212472,830.0,15.2,93.0,86.0,1.97,78.0,0.5,13.3,13.6,0.445,7.7,0
74.9,13.0,3.0,1.3,585.8776761,48.0,58.3,3.0,97.0,7.18,97.0,0.1,6.4,6.3,0.717,14.6,0
62.5,243.0,62.0,1.77,172.0097884,680.0,38.321246556473824,92.0,9.0,7.97,9.0,0.3,4.839703856749312,4.870316804407714,0.461,7.0,0
76.2,125.0,1.0,4.602860787172012,0.0,0.0,54.2,1.0,91.0,5.9381895280235995,91.0,0.5,1.8,1.7,0.729,12.8,0
66.3,218.0,1.0,7.32,493.3279293,0.0,4.9,1.0,93.0,7.46,93.0,0.8,5.6,5.4,0.618,10.7,0
78.8,13.0,3.0,13.63,3410.284431,10000.0,54.6,4.0,98.0,9.77,97.0,0.1,0.7,0.6,0.844,15.7,0
62.8,235.0,71.0,0.41,3.421880938,736.0,14.6,96.0,84.0,2.5,79.0,0.4,13.3,13.7,0.435,7.6,0
62.2,241.0,2.0,0.12,59.6596497,3.0,22.1,2.0,85.0,6.1,83.0,0.2,7.0,6.8,0.479,10.6,0
75.3,125.0,8.0,5.38,946.6521165,0.0,54.2,11.0,71.0,5.23,88.0,0.1,1.1,1.1,0.731,13.4,0
71.9,162.0,3.0,7.68,615.4030781,5043.0,53.9,4.0,97.0,5.47,97.0,0.1,3.3,3.8,0.745,13.4,1
77.0,89.0,0.0,14.27,4264.579203,241.0,52.2,0.0,84.0,6.6,84.0,0.1,0.3,0.3,0.857,16.4,1
72.6,157.0,1.0,10.89,591.5100978,1.0,6.9,1.0,95.0,6.41,95.0,0.1,2.1,2.2,0.755,13.5,1
89.0,71.0,0.0,9.62,6664.148708,43.0,64.8,0.0,93.0,11.2,93.0,0.1,0.3,0.3,0.899,20.3,1
81.0,75.0,0.0,9.49,6761.288966,0.0,63.8,0.0,89.0,1.7,89.0,0.1,0.3,0.3,0.894,19.5,1
75.3,83.0,20.0,0.01,0.0,189.0,57.2,23.0,98.0,6.49,98.0,0.1,8.2,8.3,0.769,15.0,0
64.1,235.0,36.0,0.03,0.0,130.0,36.4,46.0,76.0,5.32,76.0,0.1,13.8,13.7,0.483,8.4,0
74.4,123.0,20.0,0.5,352.0636419,107.0,52.8,23.0,94.0,5.36,95.0,0.1,6.0,5.9,0.705,13.1,0
73.4,16.0,0.0,1.6,611.9093566,37.0,17.3,0.0,96.0,5.89,96.0,0.1,14.5,14.6,0.617,12.2,0
73.3,94.0,0.0,0.01,1209.680547,0.0,65.0,1.0,99.0,3.56,99.0,0.1,3.2,3.0,0.785,13.9,0
74.1,137.0,12.0,7.68,1349.025282,6.0,54.0,14.0,88.0,9.21,83.0,0.1,1.2,1.1,0.764,15.0,0
74.0,189.0,8.0,3.62,0.0,0.0,51.9,10.0,99.0,6.33,98.0,0.1,1.2,1.1,0.666,13.8,0
82.8,59.0,1.0,4.602860787172012,0.0,74.0,66.6,1.0,93.0,5.9381895280235995,93.0,0.1,0.6,0.6,0.937,20.4,1
71.4,178.0,0.0,6.32,1132.432517,0.0,57.7,0.0,85.0,5.69,85.0,0.4,3.5,3.5,0.722,12.7,0
63.5,241.0,1.0,4.602860787172012,0.0,47.0,35.0,1.0,84.0,5.9381895280235995,84.0,2.1,5.6,5.4,0.47,6.3,0
72.1,174.0,6.0,5.93,857.1307037,0.0,55.8,7.0,85.0,4.26,85.0,0.4,3.3,3.2,0.706,13.1,0
79.7,78.0,2.0,7.7,4687.845565,15.0,6.0,2.0,88.0,9.54,91.0,0.1,0.5,0.4,0.877,15.8,0
76.0,121.0,6.0,3.82,79.11626341,0.0,53.5,7.0,84.0,9.16,83.0,0.1,1.2,1.1,0.737,14.0,0
69.1,179.0,0.0,0.91,163.105292,7.0,41.9,0.0,67.0,3.37,7.0,0.1,1.7,1.6,0.0,10.1,0
75.4,123.0,1.0,9.09,8.617208431,37.0,59.4,1.0,93.0,1.37,93.0,0.1,2.1,2.1,0.771,14.3,0
68.3,237.0,1.0,9.66,0.0,10.0,49.1,1.0,93.0,1.88,92.0,0.1,3.0,3.2,0.6275510645976182,11.992792792792793,0
66.9,235.0,1.0,4.61,134.1678932,8.0,45.9,2.0,96.0,5.29,95.0,0.1,2.2,2.3,0.686,13.8,0
74.9,148.0,8.0,4.602860787172012,0.0,154.0,33.6,9.0,99.0,5.9381895280235995,99.0,0.1,7.7,7.7,0.738,13.6,0
71.6,16.0,1.0,10.72,25.06262895,8.0,57.5,1.0,94.0,7.23,94.0,0.1,2.4,2.5,0.713,12.9,1
72.3,182.0,0.0,4.94,75.2256582,0.0,32.4,0.0,99.0,2.64,99.0,0.1,5.8,6.2,0.739,13.2,0
73.4,139.0,33.0,1.6,0.0,16512.0,9.2,43.0,96.0,4.89,96.0,0.1,15.8,16.4,0.569,10.4,0
81.6,66.0,0.0,8.7,0.0,10.0,67.5,0.0,92.0,5.9381895280235995,92.0,0.1,0.4,0.3,0.913,19.2,1
64.7,218.0,35.0,0.21,31.93187316,12074.0,13.4,47.0,8.0,5.82,8.0,0.2,17.8,18.4,0.463,9.3,0
75.0,134.0,29.0,3.86,0.0,6582.0,13.4,35.0,97.0,6.4,96.0,0.1,14.6,15.5,0.641,11.7,0
82.5,61.0,1.0,9.87,11734.85381,158.0,65.5,1.0,91.0,9.36,91.0,0.1,0.6,0.6,0.933,20.3,1
64.1,225.0,58.0,4.602860787172012,0.0,3585.0,38.321246556473824,85.0,93.0,5.9381895280235995,93.0,0.3,4.839703856749312,4.870316804407714,0.488,7.2,0
74.1,112.0,4.0,4.602860787172012,0.0,0.0,65.6,4.0,99.0,5.9381895280235995,99.0,0.1,4.0,4.0,0.741,13.1,0
71.7,142.0,2.0,2.72,60.55818291,199.0,47.0,2.0,89.0,8.72,84.0,0.1,2.9,3.0,0.677,11.8,0
78.2,69.0,0.0,10.16,100.8086193,0.0,53.3,0.0,97.0,5.78,97.0,0.1,0.9,1.0,0.8,12.4,1
65.8,245.0,1.0,0.29,169.2023968,2.0,17.4,1.0,96.0,5.27,95.0,0.3,17.5,18.3,0.0,9.6,0
77.2,19.0,1.0,4.48,518.9359221,0.0,53.8,1.0,99.0,9.39,89.0,0.1,3.4,3.3,0.719,14.2,0
76.7,19.0,0.0,4.602860787172012,0.0,1.0,59.1,0.0,96.0,5.9381895280235995,96.0,0.1,1.2,1.2,0.842,15.0,1
73.3,118.0,4.0,0.59,668.7447334,0.0,6.9,4.0,98.0,9.54,98.0,0.1,3.8,3.8,0.742,13.6,0
46.0,699.0,2.0,6.41,6.3300072,7.0,31.1,4.0,97.0,6.47,97.0,34.6,11.4,11.3,0.558,11.9,0
74.8,12.0,3.0,1.28,64.85616718,1.0,56.5,3.0,98.0,6.54,98.0,0.1,6.3,6.3,0.71,14.4,0
52.5,372.0,246.0,0.85,1.186227577,2366.0,12.6,392.0,55.0,4.26,32.0,4.9,11.8,11.7,0.283,4.3,0
72.6,141.0,1.0,7.38,11.85928108,38.0,51.2,2.0,98.0,6.53,95.0,0.1,2.8,2.9,0.702,13.0,0
69.4,195.0,0.0,0.01,431.4854874,0.0,6.2,0.0,99.0,4.16,99.0,0.1,4.0,3.7,0.714,14.9,0
74.5,143.0,3.0,2.8,20.76877311,51.0,21.2,4.0,99.0,3.21,99.0,0.1,15.3,15.2,0.752,13.7,0
72.7,16.0,0.0,7.02,0.0,0.0,5.3,0.0,96.0,4.99,96.0,0.1,3.5,3.5,0.712,13.3,0
82.7,49.0,0.0,4.602860787172012,0.0,0.0,61.0,0.0,92.0,5.9381895280235995,92.0,0.1,1.0,0.9,0.919,19.0,1
78.5,85.0,0.0,5.67,6191.211908,0.0,53.3,0.0,91.0,8.27,9.0,0.1,0.8,0.7,0.911,17.1,1
68.2,152.0,164.0,0.01,42.3304549,6192.0,13.0,215.0,95.0,2.8,94.0,0.1,19.7,2.3,0.506,8.4,0
65.1,226.0,12.0,2.66,0.0,0.0,45.4,16.0,84.0,5.22,84.0,0.2,1.4,1.2,0.62,14.6,0
74.1,131.0,3.0,0.49,65.56659662,73.0,35.3,4.0,96.0,3.99,96.0,0.1,8.2,8.0,0.764,12.8,0
74.7,9.0,0.0,1.95,1150.418063,5.0,54.8,0.0,99.0,3.8,99.0,0.1,6.2,6.0,0.794,13.3,0
77.6,65.0,0.0,0.01,1259.940376,0.0,24.1,0.0,99.0,9.16,99.0,0.1,13.8,13.9,0.675,12.1,0
61.8,279.0,85.0,4.602860787172012,0.0,30.0,23.8,119.0,96.0,5.9381895280235995,98.0,1.4,6.7,6.5,0.6275510645976182,11.992792792792793,0
76.8,114.0,28.0,8.21,0.0,85.0,6.1,33.0,9.0,13.7,94.0,0.1,0.8,0.7,0.6275510645976182,11.992792792792793,1
74.9,126.0,0.0,13.15,650.9567981,8.0,55.2,0.0,94.0,7.16,94.0,0.1,2.0,2.0,0.749,12.3,1
52.1,437.0,76.0,1.66,32.73674134,766.0,15.1,118.0,83.0,4.54,84.0,15.7,8.9,8.9,0.451,8.5,0
74.7,13.0,11.0,7.63,719.3663797,0.0,56.3,12.0,91.0,6.84,98.0,0.1,1.1,1.0,0.775,16.3,0
84.0,7.0,0.0,11.72,6386.95437,285.0,59.7,0.0,95.0,8.15,95.0,0.1,0.3,0.2,0.909,18.5,1
69.9,188.0,0.0,4.602860787172012,0.0,0.0,62.7,0.0,99.0,5.9381895280235995,99.0,0.1,4.0,3.7,0.734,15.3,0
79.4,85.0,0.0,11.98,15345.4907,8.0,57.5,0.0,99.0,7.75,99.0,0.1,0.9,0.9,0.88,13.5,1
79.1,81.0,0.0,9.46,2124.921517,0.0,59.2,1.0,93.0,8.61,94.0,0.1,0.8,0.8,0.823,15.2,0
49.4,394.0,46.0,0.42,5.962923532,441.0,16.1,80.0,38.0,3.35,28.0,4.9,1.0,1.0,0.306,5.7,0
59.4,338.0,8.0,2.58,0.0,2.0,23.3,11.0,77.0,2.9,79.0,4.3,8.4,8.0,0.527,10.0,0
81.8,53.0,0.0,8.25,6005.575763,0.0,58.9,0.0,96.0,8.86,96.0,0.1,0.9,0.9,0.894,18.4,1
73.0,134.0,1.0,7.42,462.7076756,11.0,53.3,1.0,96.0,8.24,88.0,0.1,2.6,2.6,0.72,13.1,0
69.8,212.0,5.0,8.39,375.6835376,39.0,58.5,6.0,57.0,7.81,52.0,0.2,2.4,2.5,0.728,14.9,0
73.9,87.0,1.0,0.1,3001.628237,0.0,67.9,1.0,99.0,3.87,99.0,0.1,3.3,3.2,0.788,13.6,0
81.0,62.0,0.0,7.05,10631.20379,0.0,56.9,0.0,95.0,9.21,95.0,0.1,0.9,0.9,0.879,17.9,1
45.7,44.0,97.0,2.58,30.35993647,9046.0,15.8,159.0,41.0,5.38,38.0,2.1,1.7,1.7,0.391,5.1,0
61.0,296.0,2.0,8.87,218.1727473,15.0,28.1,3.0,44.0,2.89,45.0,9.5,8.0,7.8,0.637,12.2,0
62.0,228.0,7.0,0.02,4.113190741,883.0,22.3,12.0,91.0,5.31,89.0,1.2,1.5,1.3,0.446,6.5,0
71.4,128.0,21.0,0.56,157.6431445,2248.0,5.8,25.0,95.0,5.48,95.0,0.1,6.4,6.3,0.581,10.0,0
67.0,234.0,1.0,0.21,302.667579,7.0,18.8,1.0,96.0,6.58,96.0,0.4,17.1,17.8,0.0,10.5,0
72.5,169.0,10.0,8.05,0.0,115.0,54.1,12.0,87.0,5.21,7.0,0.1,1.8,1.7,0.672,10.4,0
83.0,86.0,0.0,9.81,71.01620838,27.0,6.6,0.0,99.0,9.1,99.0,0.1,0.9,0.8,0.878,16.9,0
73.6,127.0,1.0,0.56,65.65631302,1.0,48.1,1.0,99.0,3.17,99.0,0.1,7.1,6.8,0.725,11.2,0
63.6,274.0,6.0,0.01,0.0,194.0,17.0,8.0,94.0,2.98,94.0,0.6,8.7,8.6,0.41,5.0,0
67.5,225.0,1.0,6.71,0.0,4929.0,47.2,1.0,98.0,8.31,97.0,0.1,3.4,3.6,0.6275510645976182,11.992792792792793,0
49.3,543.0,5.0,3.1,29.86616464,660.0,24.9,7.0,82.0,6.92,83.0,29.8,11.5,11.6,0.445,9.6,0
77.6,8.0,0.0,0.01,269.1432784,1.0,4.2,0.0,99.0,2.65,99.0,0.1,5.7,5.2,0.863,15.0,0
76.8,7.0,0.0,1.57,367.2556742,46.0,62.9,0.0,98.0,4.98,98.0,0.1,6.1,6.0,0.82,14.5,0
55.9,33.0,3.0,2.18,0.0,336.0,18.0,6.0,84.0,3.61,8.0,2.0,1.2,1.2,0.377,6.5,0
48.7,371.0,84.0,7.07,249.9101958,265.0,19.3,133.0,65.0,3.84,69.0,2.6,9.5,9.4,0.468,8.1,0
63.0,226.0,8.0,0.01,29.65370899,3611.0,22.9,12.0,75.0,4.53,76.0,1.3,1.3,1.1,0.447,6.6,0
66.2,227.0,0.0,0.7,325.1114746,0.0,38.7,0.0,88.0,6.44,84.0,0.1,1.4,1.4,0.442,6.6,0
67.8,231.0,1.0,0.01,253.8285861,0.0,49.2,2.0,99.0,4.22,99.0,0.1,2.2,2.3,0.712,14.7,0
87.0,72.0,3.0,10.32,0.0,1919.0,65.4,4.0,95.0,9.34,95.0,0.1,0.8,0.5,0.6275510645976182,11.992792792792793,1
48.7,466.0,63.0,3.11,0.0,115.0,22.1,90.0,87.0,5.39,76.0,6.1,7.2,7.1,0.6275510645976182,11.992792792792793,0
68.7,174.0,10.0,4.602860787172012,0.0,0.0,19.6,12.0,87.0,5.9381895280235995,89.0,0.2,1.9,1.9,0.558,10.9,0
61.7,317.0,3.0,6.28,59.55033546,0.0,3.2,4.0,83.0,7.15,83.0,11.7,11.5,11.4,0.589,11.3,0
74.0,125.0,0.0,4.602860787172012,0.0,0.0,74.7,0.0,61.0,5.9381895280235995,66.0,0.1,0.2,0.1,0.702,12.9,0
59.6,278.0,69.0,1.74,35.35264737,4381.0,38.321246556473824,104.0,69.0,3.18,69.0,0.2,4.839703856749312,4.870316804407714,0.409,5.6,0
75.0,197.0,4.0,3.5,2.092343893,0.0,44.2,5.0,85.0,5.71,85.0,0.4,2.2,2.1,0.577,10.7,0
69.5,175.0,55.0,0.18,0.0,953.0,54.2,66.0,98.0,5.24,98.0,0.1,3.2,3.1,0.636,11.5,0
72.7,132.0,2.0,0.01,63.55170297,329.0,59.0,2.0,98.0,3.16,98.0,0.1,5.6,5.4,0.757,14.6,0
69.3,21.0,16.0,2.41,25.25040918,0.0,41.7,20.0,82.0,6.71,82.0,0.3,1.5,1.5,0.553,8.8,0
58.3,277.0,239.0,0.01,0.0,72029.0,2.1,317.0,76.0,3.77,75.0,1.5,1.0,9.8,0.6275510645976182,11.992792792792793,0
79.0,13.0,3.0,13.89,3451.185079,0.0,55.2,4.0,98.0,9.89,97.0,0.1,0.7,0.6,0.849,15.6,0
76.0,121.0,6.0,3.77,59.12850204,0.0,52.8,8.0,87.0,7.29,87.0,0.1,1.3,1.1,0.725,13.4,0
73.0,184.0,2.0,2.42,653.6925016,0.0,54.7,2.0,92.0,6.95,92.0,0.2,1.6,1.6,0.675,13.2,0
76.9,92.0,0.0,4.64,7.959131146,10.0,53.7,0.0,89.0,9.71,88.0,0.1,2.6,2.5,0.711,13.4,0
54.9,464.0,28.0,6.0,63.75053034,0.0,29.9,42.0,93.0,6.31,93.0,13.3,6.8,6.7,0.452,10.1,0
63.1,245.0,14.0,0.01,5.103249438,0.0,48.8,19.0,55.0,7.56,48.0,0.5,3.9,3.9,0.487,9.1,0
78.3,86.0,4.0,11.85,0.0,460.0,59.5,4.0,91.0,7.81,91.0,0.1,0.7,0.5,0.6275510645976182,11.992792792792793,1
73.6,156.0,4.0,3.1,302.1057507,0.0,46.8,5.0,97.0,8.45,97.0,0.4,2.3,2.2,0.606,11.5,0
52.3,412.0,59.0,3.15,0.0,48.0,26.8,81.0,79.0,5.81,8.0,2.4,5.8,5.7,0.6275510645976182,11.992792792792793,0
46.2,441.0,29.0,3.91,5.379606465,44.0,2.7,44.0,75.0,1.29,77.0,1.9,8.7,8.7,0.367,8.3,0
70.0,196.0,0.0,5.13,885.0739766,0.0,54.1,0.0,85.0,6.14,87.0,0.6,3.5,3.4,0.696,12.1,0
79.6,88.0,0.0,12.25,3119.349824,5.0,58.1,0.0,97.0,1.44,98.0,0.1,0.7,0.5,0.812,16.0,1
73.0,137.0,1.0,4.25,20.21822828,2281.0,48.8,1.0,92.0,5.25,9.0,0.1,2.0,2.1,0.679,10.9,0
75.4,124.0,44.0,4.9,920.8284115,64.0,55.7,52.0,98.0,6.11,98.0,0.1,1.8,1.8,0.714,12.1,0
62.9,328.0,42.0,4.602860787172012,0.0,17.0,51.1,52.0,75.0,5.9381895280235995,75.0,3.6,4.4,5.3,0.665,13.0,0
59.9,314.0,11.0,0.58,158.001946,1385.0,4.4,15.0,59.0,8.39,62.0,1.5,1.5,1.4,0.439,7.6,0
59.4,288.0,41.0,1.7,129.0263364,420.0,23.0,62.0,84.0,4.64,84.0,2.9,7.9,7.9,0.51,8.7,0
66.3,215.0,6.0,4.602860787172012,0.0,0.0,48.6,7.0,99.0,5.9381895280235995,99.0,0.1,3.3,3.3,0.688,10.8,0
64.9,213.0,0.0,0.6,111.7392134,0.0,72.1,0.0,74.0,1.6,79.0,0.1,0.2,0.2,0.0,12.2,0
63.3,229.0,7.0,2.33,130.3784829,11.0,38.7,8.0,99.0,3.34,98.0,0.1,3.5,3.5,0.0,10.2,0
56.7,32.0,11.0,4.05,15.79934152,20.0,22.4,15.0,66.0,1.9,6.0,3.0,8.1,8.1,0.377,10.0,0
71.9,186.0,10.0,4.602860787172012,0.0,0.0,5.6,12.0,9.0,5.9381895280235995,74.0,0.4,1.2,1.2,0.637,10.7,0
66.5,238.0,1.0,0.16,283.806236,11.0,18.0,1.0,93.0,5.88,95.0,0.3,17.3,18.1,0.0,10.1,0
79.0,92.0,0.0,12.35,3652.869332,1.0,56.5,0.0,97.0,9.9,97.0,0.1,0.7,0.5,0.804,15.8,1
58.3,34.0,14.0,1.44,39.08258546,187.0,22.0,21.0,85.0,5.21,85.0,2.6,7.1,7.0,0.457,11.5,0
56.7,394.0,29.0,0.01,55.83107625,1.0,18.8,42.0,89.0,1.96,89.0,6.3,6.5,6.4,0.459,10.7,0
76.1,138.0,0.0,0.01,2146.945741,7.0,58.0,0.0,93.0,5.83,93.0,0.1,1.9,2.0,0.838,16.4,0
74.4,121.0,1.0,3.89,274.1526986,0.0,52.6,1.0,96.0,4.48,95.0,0.1,2.0,2.1,0.732,12.7,0
81.0,77.0,2.0,11.92,405.4475981,22.0,6.5,2.0,96.0,8.12,96.0,0.1,0.6,0.5,0.837,15.8,1
69.0,221.0,8.0,0.01,55.79836969,22.0,24.8,12.0,68.0,3.21,68.0,1.3,9.6,9.4,0.466,7.2,0
86.0,71.0,0.0,4.602860787172012,0.0,9.0,58.8,0.0,93.0,5.9381895280235995,93.0,0.1,1.1,0.9,0.923,19.2,1
63.3,241.0,150.0,1.84,86.82551124,4347.0,16.4,221.0,7.0,5.77,69.0,1.2,1.7,1.5,0.422,8.4,0
57.5,427.0,2.0,6.56,476.8625872,0.0,34.2,3.0,96.0,5.55,96.0,12.7,8.8,8.6,0.646,12.1,0
66.0,217.0,0.0,7.64,4.141293345,0.0,45.9,1.0,97.0,5.25,98.0,0.3,5.5,5.3,0.636,10.3,0
63.4,231.0,7.0,2.88,179.6156482,1.0,39.4,8.0,66.0,3.85,83.0,0.1,3.5,3.4,0.0,10.3,0
72.9,155.0,1.0,10.98,107.9826127,1.0,61.5,1.0,96.0,6.61,95.0,0.1,2.1,2.1,0.761,13.8,1
62.1,243.0,73.0,0.35,2.511437292,845.0,13.6,100.0,88.0,1.84,82.0,0.4,13.3,13.7,0.417,7.5,0
75.7,136.0,0.0,7.84,1810.875316,0.0,45.1,0.0,99.0,5.65,99.0,0.1,3.3,3.3,0.782,14.1,0
79.7,57.0,0.0,10.69,2443.325028,0.0,58.3,0.0,99.0,7.54,99.0,0.1,0.9,1.0,0.847,13.8,1
66.0,217.0,7.0,2.9,691.1333535,0.0,47.7,8.0,98.0,2.7,98.0,0.1,3.3,3.3,0.683,10.8,0
68.0,176.0,0.0,1.73,0.0,0.0,64.1,0.0,81.0,11.92,67.0,0.1,0.2,0.2,0.622,10.9,0
75.0,93.0,1.0,1.57,835.0626827,9.0,64.0,1.0,75.0,7.12,81.0,0.1,4.7,4.7,0.758,13.2,0
48.4,536.0,3.0,7.19,25.21683318,10.0,25.9,4.0,87.0,5.26,84.0,46.4,9.4,9.6,0.516,9.4,0
74.2,99.0,1.0,5.31,3.3021542,68.0,5.8,1.0,97.0,5.86,97.0,0.1,1.7,1.8,0.696,11.4,0
75.4,16.0,0.0,9.45,0.0,0.0,63.8,0.0,96.0,7.74,96.0,0.1,2.5,2.5,0.789,12.6,0
73.3,165.0,12.0,6.2,520.7639087,3893.0,24.6,14.0,98.0,3.56,98.0,0.4,8.6,8.8,0.687,12.3,0
72.5,177.0,13.0,6.26,321.1953005,3526.0,22.6,15.0,98.0,3.55,98.0,0.5,8.9,9.1,0.682,12.0,0
54.0,363.0,228.0,0.79,10.97201912,228.0,13.2,360.0,55.0,4.64,37.0,4.4,11.6,11.5,0.306,5.2,0
74.7,14.0,7.0,3.63,19.60467787,0.0,48.6,9.0,95.0,5.94,96.0,0.2,1.4,1.3,0.696,12.9,0
57.5,36.0,89.0,4.19,0.0,167.0,2.7,131.0,94.0,5.3,91.0,4.6,7.1,7.1,0.6275510645976182,11.992792792792793,0
68.4,21.0,0.0,5.67,312.7995946,0.0,42.6,0.0,95.0,4.53,96.0,1.5,3.6,3.6,0.684,12.2,0
87.0,76.0,0.0,10.46,31.13492794,52.0,59.5,0.0,95.0,9.23,95.0,0.1,1.4,1.4,0.888,17.6,1
77.5,99.0,0.0,12.69,0.0,0.0,63.6,0.0,99.0,7.43,99.0,0.1,1.9,2.0,0.6275510645976182,11.992792792792793,1
73.7,17.0,4.0,1.34,321.7694175,22.0,5.6,4.0,95.0,5.36,95.0,0.1,6.4,6.3,0.667,13.5,0
69.4,153.0,8.0,3.39,0.0,0.0,3.8,10.0,99.0,5.9381895280235995,94.0,0.1,5.1,5.2,0.6275510645976182,11.992792792792793,0
73.5,143.0,0.0,8.42,789.2764615,0.0,47.4,0.0,81.0,6.1,97.0,0.1,3.8,3.8,0.749,15.8,0
78.1,69.0,0.0,1.15,5063.513104,46.0,68.4,0.0,99.0,2.19,89.0,0.1,5.2,4.8,0.854,13.4,0
58.0,459.0,103.0,2.34,0.0,1673.0,17.2,160.0,97.0,4.6,95.0,11.5,7.9,7.9,0.6275510645976182,11.992792792792793,0
74.1,96.0,18.0,0.43,198.7343495,10.0,57.5,21.0,99.0,5.91,99.0,0.1,6.4,6.2,0.64,12.1,0
71.5,174.0,0.0,4.08,407.779262,777.0,26.9,0.0,99.0,4.15,99.0,0.1,7.9,7.8,0.687,12.6,0
73.0,178.0,0.0,15.04,1968.816817,35.0,61.4,0.0,93.0,6.59,93.0,0.1,2.7,2.7,0.834,16.4,1
